event_id,moves_uci
33,d2d4 d7d5 g1f3 g8f6 c2c3 e7e6 c1f4 f8e7 h2h3 e8g8 e2e3 b7b6 b2b4 c7c5 b4c5 b6c5 b1d2 d8a5 d1c2 c5d4 f3d4 f6d7 d2b3 a5d8 f4h2 e6e5 d4f5 e7a3 a1d1 c8b7 e3e4 d5d4 f1c4 b8c6 e1g1 d7b6 c3d4 c6b4 c2e2 b6c4 e2c4 b7a6 c4c5 a6f1 c5e5 d8f6 e5f6 g7f6 g1f1 b4c6 h2d6 a3d6 f5d6 a8b8 d4d5 c6e5 b3c5 b8b6 d6f5 f8d8 d1c1 b6b2 f2f4 e5g6 g2g3 h7h5 h3h4 b2b8 d5d6 g8h7 a2a4 g6f8 f1e2 f8e6 e2d3 b8b4 c1c3 h7h8 e4e5 f6e5 f4e5 e6f8 c3b3 b4g4 f5h6 g4g3 d3e4 f7f5 h6f5 g3g4 e4d5 a7a5 e5e6 g4f4 f5g3 d8a8 e6e7 f8g6 b3e3 g6e7 d6e7 a8e8 e3e5 f4h4 g3h5 h4b4 h5f6 e8e7 e5e7 b4d4 d5e6 d4d6 e6f7 d6d7 f6d7
34,g1f3 g8f6 d2d4 e7e6 c1g5 c7c5 e2e3 b7b6 f1d3 c8b7 b1d2 f8e7 e1g1 h7h6 g5h4 e8g8 c2c3 d7d6 b2b4 c5b4 c3b4 b8c6 d1b3 a7a6 a2a4 f6d5 h4e7 d8e7 b4b5 c6a5 b3b2 a6b5 a4b5 f8c8 f1c1 e7d7 h2h3 g8f8 e3e4 d5f4 d3f1 d7e7 e4e5 b7d5 b2b1 c8c1 b1c1 e7b7 c1a3 a8d8 a1c1 b7e7 e5d6 e7d6 a3d6 d8d6 c1c8 f8e7 c8c7 d6d7 c7d7 e7d7 f3e5 d7e7 g2g3 f4h5 d2c4
35,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f1e2 e8g8 g1f3 e7e5 e1g1 b8a6 f1e1 c8g4 c1e3 e5d4 f3d4 g4e2 d1e2 f8e8 f2f3 f6h5 e2f2 a6c5 a1d1 a7a5 d4b5 b7b6 c3d5 c5e6 d5c7 e6c7 e3b6 e8e7 c4c5 c7b5 b6d8 a8d8 a2a4 b5a7 d1d6 d8b8 c5c6 g7e5 d6d7 a7c6 d7e7 e5d4 f2d4 c6d4 e1d1 h5f4 d1d2 b8b4 g1f2 b4a4 g2g3 f4e6 e7a7 g8g7 f3f4 d4c6 a7a6 e6d4 f4f5 a4b4 f5f6 g7f6 d2d4 b4d4 a6c6 f6e5 f2f3 d4d3 f3g4 d3b3
36,c2c4 g8f6 d2d4 c7c5 e2e3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 c5d4 e3d4 d7d5 b1c3 b8c6 h2h3 b7b6 c1e3 c8b7 a2a3 a8c8 a1c1 d5c4 e2c4 c6a5 c4a2 a5c4 d1e2 c4e3 f2e3 e7e6 c1d1 f6d5 a2d5 e6d5 e2d3 f8e8 d1e1 c8c6 g1h1 c6e6 c3d1 d8c8 f1f2 c8c4 d3d2 f7f6 f3h2 g7h6 h2g4 h6g7 g4h2 h7h5 e1f1 b7a6 f1e1 g7h6 h2f3 g8g7 g2g4 h5g4 h3g4 e6e4 f2g2 c4c8 d1f2 h6e3 e1e3 e4e3 g2g3 e3e2 d2f4 e2f2 g4g5 e8e1
37,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 b8c6 g1f3 d8b6 a2a3 c8d7 b2b4 c5d4 c3d4 a8c8 c1b2 c6a5 b1d2 g8e7 a1c1 c8c1 d1c1 a5c6 f1d3 g7g6 e1g1 f8h6 c1c3 e8g8 b4b5 c6b8 c3b4 f8e8 d2b3 a7a6 b5a6 b6b4 a3b4 b8a6 b3c5 a6c5 b4c5 e8a8 f1a1 a8a1 b2a1 e7c6 a1c3 g8f8 g1f1 f8e7 f1e2 h6g7 h2h4 f7f6 e5f6 g7f6 e2e3 e7d8 e3f4 d7e8 g2g4 c6e7 f3g5 e8d7 h4h5 g6h5 g5h7 f6g7 g4h5 d7e8 h7g5 d8d7 f4g4 e7c6 g5f3 d7e7 g4g5 c6d8 f3e5 d8f7 e5f7 e8f7 h5h6 g7f6 g5g4 f7e8 f2f4 e7f7 g4f3 e8d7 f3e3 f6d8 c3e1 f7g8 d3g6 g8h8 e1g3 d8f6 g3e1 f6d8 e1b4 h8g8 b4c3 g8h8 c3e1 h8g8 e1f2 g8h8 e3f3 d8f6 f3g4 h8g8 f4f5 e6f5 g6f5 d7c6 f2e3 g8f7 g4f3 c6b5 f5c8 b5c6 f3g4 f7g6 c8e6 f6h8 e6f5 g6f7 g4f4 h8f6 e3f2 c6b5 f4g4 b5e2 g4g3 e2b5 g3f3 b5a4 f3e2 a4c6 e2d3 c6b5 d3c3 f6g5 h6h7 g5f6 f2g3 f7g7 g3e5 f6e5 d4e5 b5c6 c3d4 g7h8 e5e6 h8g7 d4e5 g7h8 e5f6 c6b5 e6e7 d5d4 f6e5 h8g7 e5d4 b5e8 d4e5 e8c6 e5d6 c6e8 d6c7
38,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 e7e5 d4b5 d7d6 c1g5 a7a6 b5a3 b7b5 c3d5 f8e7 g5f6 e7f6 c2c4 b5b4 a3c2 a8b8 b2b3 e8g8 g2g3 f6g5 h2h4 g5h6 f1h3 c8e6 e1f1 b8b7 f1g2 d8a5 a2a3 b4a3 a1a3 a5c5 a3a6 f8b8 d1e2 e6d5 e4d5 c6b4 c2b4 c5b4 h1b1 g7g6 h4h5 h6g5 a6c6 b7b6 e2f3 g5d8 h3d7 b6b7 f3g4 b4a3 h5g6 h7g6 b1h1 d8f6 d7c8 b7a7 c8a6 b8d8 a6b5 a3b3 c6c8 a7a8 c8c7 b3d3 b5d7 f6g7 d7e6 d8f8 g4h4 g7h6 h4h6 d3e4 g2h2
39,e2e4 e7e6 d1e2 g7g6 g2g3 b7b6 f1g2 c8b7 g1f3 f8g7 h2h4 g8e7 h4h5 g6h5 d2d3 d7d5 f3g5 e7g6 e2h5 b8d7 h5e2 h7h6 g5h3 d7c5 b1d2 d8d6 e4d5 b7d5 d2c4 d6c6 g2d5 c6d5 h1h2 e8c8 h3f4 g6f4 c1f4 e6e5 e2g4 c5e6 f4d2 h6h5 g4f5 c8b8 c4e3 d5c6 e1c1 c6a4 c1b1 e6d4 f5f7 g7h6 f7c4 a4c4 e3c4 d4f3 h2h1 h6d2 c4d2 f3d2 d1d2 d8f8 d2e2 f8f5 b1c1 h8f8 h1h2 b8b7 c1d2 b7c6 d2e1 c6d5 e2e4 f8g8 e4h4 g8g5 e1e2 c7c5 e2e3 a7a6 h2h3 b6b5 f2f4 e5f4 g3f4 g5g2 h3h2 g2h2 h4h2 c5c4 d3c4 b5c4 h2g2 c4c3 b2b3 d5e6 g2g6 f5f6 g6f6 e6f6 b3b4 h5h4 a2a4 f6f5 e3f3 h4h3 b4b5 a6b5 a4b5 h3h2 f3g2 f5f4 b5b6 f4e3 b6b7 e3d2 b7b8Q d2c2 b8h2 c2b1 h2b8 b1a2 b8c7 a2b2 c7b6 b2a2 b6c5 a2b3 c5b5 b3a3 b5c4 a3b2 c4b4 b2c2 g2f3 c2d3 b4d6 d3c2 f3e2
40,d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 e2e3 g7g6 b1c3 f8g7 a2a4 e8g8 g1f3 d7d6 e3e4 b8d7 a1a3 a6b5 f1b5 c8a6 d1e2 a6b5 c3b5 d8b6 e1g1 f8b8 f3d2 b6a6 d2c4 f6e8 c1g5
41,d2d4 g8f6 g1f3 g7g6 b1c3 d7d5 c1g5 f8g7 g5f6 g7f6 e2e4 c7c6 d1d2 e8g8 h2h4 h7h5 e4e5 f6g7 f1d3 c6c5 d4c5 b8c6 a2a3 c8g4 e1c1 e7e6 c1b1 d8e7 d2f4 g4f3 f4f3 c6e5 f3e2 e7c5 f2f3 a8c8 c3a2 e5d3 c2d3 c8c6 g2g4 c6b6 d1d2 c5a3 d3d4 a3a4 h1d1 h5g4 f3g4 f8c8 e2e3 b6a6 b2b3 a6b6 d2b2 a4d7 h4h5 e6e5 d4e5 d7g4 d1d5 g4h5 a2c3 h5h1
42,e2e4 e7e6 g1f3 d7d5 b1c3 g8f6 e4e5 f6d7 d2d4 c7c5 d4c5 b8c6 c1f4 f8c5 f1d3 f7f6 e5f6 d7f6 e1g1 e8g8 d1e2 d8e7 a2a3 c8d7 f3e5 a8e8 a1e1 a7a6 e2d2 c6e5 f4e5 d7c6 h2h3 f6d7 e5g3 e6e5 b2b4 c5b6 c3d1 e7f7 d1e3 e5e4 d3e2 g8h8 g3d6 f8g8 e3g4 h7h5 g4e3 d7e5 c2c4 e5c4 e3c4 d5c4 d2g5 c6b5 e2h5 g7g6 h5e2 b6d4 a3a4 b5a4 e2c4 f7g7 c4g8 h8g8 g5d5 g8h7 e1e4 a4c6 e4h4
43,d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5 g2g3 b8c6 f1g2 g8f6 e1g1 f8e7 b1c3 e8g8 c1g5 c8f5 a1c1 c5c4 f3e5 a8c8 e2e3 f6e8 e5c6 b7c6 g5e7 d8e7 f1e1 e8f6 b2b3 c4b3 a2b3 f8e8 c3a4 f6e4 f2f3 e4g5 h2h4 g5h3 g2h3 f5h3 d1d2 e7f6 d2f2 h7h5 a4c5 c8c7 c5d3 g7g5 h4g5 f6g5 d3f4 h3e6 f2h2 f7f6 g1f2 e6f7 h2h4 e8b8 c1c3 g5f5 g3g4 h5g4 e1g1 b8b3 h4g4
44,d2d4 g8f6 g1f3 e7e6 c1g5 d7d5 e2e3 c7c5 b1d2 d8b6 a1b1 b8c6 c2c3 f8d6 f1d3 f6d7 e3e4 c5d4 e4d5 e6d5 d1e2 e8f8 e1g1 d7e5 h2h3 c8d7 f1e1 a8e8 d2b3 f7f6 g5d2 f8f7 f3d4 e5d3 e2d3 c6e5 d3c2 d6b8 d2f4 d7a4 f4e5 e8e5 d4f3 e5e1 b1e1 g7g6 c2d2
45,e2e4 e7e5 g1f3 b8c6 f1b5 a7a5 b5c6 d7c6 e1g1 c8g4
46,c2c4 e7e5 g2g3 c7c6 d2d4 e5e4 f1g2 d7d5 b1c3 f8b4 d1b3 b4a5 c4d5 c6d5 c1f4 b8c6 a1d1 g8e7 f4c1 a5b6 e2e3 c8g4 f2f3 e4f3 g1f3 e8g8 e1g1 h7h6 d1e1 d8d6 b3d1 a8d8 c3a4 b6a5 c1d2 a5c7 a4c5 g4c8 c5d3 e7g6 b2b4 a7a6 a2a4 c6e7 f3e5 g6e5 d3e5 c8f5 d1h5 d6e6 g3g4 f5e4 e1c1 e4g2 g1g2 c7e5 d4e5 d5d4 e3e4 d8c8 h2h3 c8c1 f1c1 e6a2 c1d1 a2c2 g4g5 c2e4 h5f3 e4g6 g2h2 h6g5 f3b7 g6c2 b7f3 e7g6 h2h1 g6e5 f3f1 c2a4 d2g5 a4b4 f1a6 d4d3 a6a2 f8c8 a2g2 c8c2 g2d5 b4c4 d5c4 c2c4 h1g2 f7f6 g5c1 c4c2 g2g3 e5c4 c1f4 c4b2
47,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 c1g5 f8e7 e2e3 e8g8 f1d3 c7c6 d1c2 b8d7 g1f3 f8e8 h2h3 d7f8 e1g1 f6e4 g5f4 e4g5 f3g5 e7g5 f4h2 g5e7 a1b1 e7d6 h2d6 d8d6 b2b4 a7a6 c3a4 f8g6 a4b6 a8b8 b6c8 b8c8 a2a4 h7h6 d3g6 f7g6 f1c1 d6e6 b1b3 g6g5 c2d1 e8f8 d1g4 e6f7 c1c2 c8a8 g4g3 f7f5 b3c3 a6a5 b4b5 c6b5 a4b5 a5a4 g3g4 a8a5 g4f5 f8f5 g2g4 f5f8 c3a3 f8d8 g1g2 d8d7 c2a2 a5b5 a3a4 g8f7 a2c2 f7e6 a4a8 d7f7
48,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 c1e3 c7c6 f2f3 b7b5 d1d2 f8g7 g1e2 b8d7 g2g4 d7b6 e2g3 h7h5 g4g5 f6d7 h2h4 c8b7 f3f4 e7e6 f4f5 b5b4 c3d1 c6c5 f5e6 f7e6 c2c3 b4c3 b2c3 e8g8 f1e2 a8c8 a1c1 d8c7 d1f2 c5d4 c3d4 c7c1 d2c1 c8c1 e3c1 g7d4 f2d3 d7c5 d3c5 d4f2 e1f1 f2c5 f1g2 f8f2 g2h3 e6e5 e2h5 g6h5 g3h5 b7e4 h1e1 e4f5 h3g3 b6d5 c1a3 f2c2 a3c5 c2c5 e1b1
49,e2e4 c7c5 g1f3 d7d6 f1b5 c8d7 b5d7 d8d7 e1g1 b8c6 d1e2 g8f6 f1d1 e7e6 d2d4 c5d4 f3d4 f8e7 c2c4
50,d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 b1c3 c7c6 d1d3 f8b4 a2a3 b4c3 d3c3 f6e4 c3c2 e8g8 e2e3 b8d7 f1d3 f7f5 e1g1 f8f6 f3e5 f6h6 f2f4 d7e5 f4e5 d8h4 h2h3 g7g5 d3e4 d5e4 c2f2 h4h5 c1d2 c8d7 d2b4 g8f7 f2c2 g5g4 h3g4 h5g4 f1f4 g4g3 c2e4 a8g8 e4f3 g3h2 g1f2 h6g6 a1g1 g6g3 f3e4 f7e8 e4d3 g3g2 g1g2 g8g2 f2e1 g2b2 b4d2 b2a2 d3c3 e8d8 f4f2 h2h4 c3a5 d8e8 a5c3 b7b6 d4d5 c6d5 c4d5 h4h1 f2f1 h1d5 f1g1 e8f7 c3b4 a2a1 e1f2 a1g1 f2g1 d7c6
51,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 f2f3 g7g6 c2c4 f8g7 b1c3 e8g8 c1e3 b8c6 f1e2 c6d4 e3d4 c8e6 e1g1 f6h5 f3f4 g7d4 d1d4 h5g7 g2g4 f7f5 e4f5 g6f5 g4g5 e6f7 a1e1 e7e5 f4e5 d8g5 g1h1 d6e5 d4e5 a8e8 e5g3 g5g3 h2g3 b7b6 h1g2 e8e5 g2f2 f8e8 b2b3 f7h5 e2h5 e5e1 f1e1 e8e1 f2e1 g7h5 e1f2 h5f6 c3b5 a7a5 b5d6 f6g4 f2e2 g8g7 d6f5 g7f6 f5e3 g4e5 a2a3 h7h5 e3f1 a5a4 b3a4 e5c4 e2d3 c4b2 d3c3 b2a4 c3b4 a4c5 b4b5 c5d7 f1e3 f6e5 e3g2 e5e4 g2h4 d7e5 a3a4 e5d7 b5c6 d7c5 a4a5 b6a5 c6c5 e4e3 h4f5 e3f3 c5b5 f3g4 f5g7
52,c2c4 g8f6 b1c3 e7e6 e2e4 d7d5 e4e5 d5d4 e5f6 d4c3 b2c3 d8f6 d2d4 h7h6 g1f3 c7c5 a2a3 b7b6 f1d3 c8b7 f3e5 f8d6 d1e2 d6e5 d4e5 f6h4 e1g1 b8c6 f2f4 g7g6 c1e3 c6a5 a1d1 e8c8 e3f2 h4e7 e2e1 e7c7 d3c2 a5c4 f2h4 d8d1 c2d1 c7d7 h4f6 h8g8 d1f3 b7f3 f1f3 d7d2 e1e4 d2d1 g1f2 d1d2 f2g3 d2d5 e4d5 e6d5 f3d3 c4a3 d3d5 a3b5 d5d3 c5c4 d3e3 c8d7 g3f3 a7a5 g2g4 a5a4 f4f5 g6f5 g4f5 a4a3 e5e6 f7e6 f5e6 d7e8 f3e4 g8f8 f6d4 e8e7 e3e1 e7e6 d4b6 e6d6 e1g1 b5c3 e4d4 c3e2 d4c4 f8c8 c4b3 e2g1 b6g1 c8a8 b3a2 d6d5 g1e3 h6h5 h2h4 d5e4 e3g5 e4f5 g5e7 f5g4 e7f6 g4g3
53,g1f3 g8f6 c2c4 g7g6 b1c3 f8g7 d2d4 e8g8 g2g3 c7c6 f1g2 d7d5 b2b3 d5c4 b3c4 c6c5 e2e3 b8c6 e1g1 c8f5 f3e5 c5d4 e5c6 b7c6 e3d4 d8b6 c1a3 b6a6 d1a4 a6a4 c3a4 f8d8 g2c6 a8c8 d4d5 f5d3 a3e7 d3f1 a1f1 f6e4 e7d8 c8d8 c4c5 g7d4 f1c1 e4f2 g1g2 f2g4 d5d6 g8g7 c6b5 f7f5 c5c6 d8d6 c6c7 d4e3 c1c2 e3b6 c7c8Q g4e3 g2f3
54,c2c4 c7c5 b1c3 g7g6 g2g3 f8g7 f1g2 b8c6 g1f3 e7e6 d2d3 g8e7 h2h4 h7h6 c1d2 d7d6 d1c1 a8b8 a1b1 e7f5 e1g1 c6d4 f3d4 c5d4 c3e4 e8g8 g3g4 f5h4 d2h6 f7f6 h6g7 g8g7 c1f4 e6e5 f4g3 g6g5 e2e3 h4g6 e3d4 e5d4 g3d6 c8g4 d6d8 b8d8 e4g3 b7b6 b2b4 g6f4 c4c5 d8c8 g2e4 f6f5 e4b7 c8c7 b7g2 b6c5 b4c5 f4g2 g1g2 f8h8 f1h1 h8h1 b1h1 c7c5 h1b1 c5c2 b1b7 g7g6 b7a7 c2d2 a7a6 g6f7 a6a7 f7e6 a7a6 e6d7 a6a7 d7c6 a7a3 c6b5 a3b3 b5a4 g3f1 d2a2 b3b8 g4e2 b8d8 a4b3 d8d4 b3c3 d4d5 e2d3 d5c5 c3d4 c5c7 d3e4 g2g1 a2a1 c7d7 d4e5 d7d2 e4d5 d2e2 e5d6 e2d2 d6c5 f2f4 d5c4 f4g5 a1f1 g1h2 f1f4 g5g6 f4h4 h2g3 h4g4 g3f3 c4d5 f3e3 f5f4 e3f2 g4g6
55,d2d4 d7d5 c2c4 d5c4 e2e4 g8f6 e4e5 f6d5 f1c4 d5b6 c4b3 b8c6 g1f3 c8f5 a2a3 e7e6 b1c3 d8d7 d4d5 e6d5 c3d5 f8c5 c1e3 c5e3 d5e3 e8g8 e1g1 a8e8 d1d7 f5d7 a1c1 c6e5 f3e5 e8e5 c1c7 d7c6 e3g4 e5b5 b3d1 b6d5 c7c6 b7c6 b2b4 h7h5 g4e5 d5b4 f2f4 b4d5 d1h5 d5f4 h5f7 f8f7 e5f7 b5f5 g1h1 f5f7
56,d2d4 g8f6 c2c4 g7g6 g1f3 c7c5 g2g3 c5d4 f3d4 f8g7 f1g2 e8g8 e1g1 b8c6 d4c2 d7d6 b1c3 c8e6 b2b3 d8d7 f1e1 a8b8 c1b2 f8c8 a1b1 f6e8 c2e3 e6h3 g2h1 h7h5 e3d5 h3f5 b1c1 d7d8 d1d2 f5e6 d5f4 e6d7 e1d1 c6e5 c3e4 b7b6 f4d5 d7c6 f2f4 c6d5 c4d5 e5g4 b2g7 e8g7 h2h3
57,e2e4 c7c5 g1f3 d7d6 f1b5 b8d7 e1g1 a7a6 b5d3 g8f6 f1e1 d7e5 f3e5 d6e5 b2b3 d8d4 b1c3 c8g4 d3e2 h7h5 h2h3 g4e6 c1b2 a8d8 c3a4 d4d6 b2a3 f6d7 c2c3 b7b5 a4c5 d7c5 d2d4 e5d4 c3d4 e6h3 a3c5 d6g6 e2f1 e7e5 c5f8 e8f8 d4d5 h5h4 g1h2 h3d7 d1d2 g6f6 d2e3 g7g5 e3f3 f6g7 h2g1 g5g4 f3e3 g4g3 f2f3 h4h3 e3b6 g7g5 a1c1 h8h6 b6c7 g5h4 g2h3 f8g8 f1g2 h4g5 d5d6 d7h3 c1c2 g8g7 c7c5 g5h5 f3f4 h3g2 g1g2 h5h3 g2f3 h6d6 c5e5 f7f6 e5e7 g7h6 c2e2 d6d3 e2e3 g3g2 f3f2 g2g1Q f2g1 d8g8 g1f2 h3g2
58,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8e7 e1g1 d7d6 c2c3 g8f6 c3d4 c8g4 b1c3 e8g8 h2h3 g4f3 g2f3 d8d7 g1h2 a8e8 f1g1 d6d5 c3d5 e7d6 e4e5 f6d5 c1h6 c6d4 h6g7 d5f4 g7f6 f4g6 d1d4 d7f5 e5d6 c7d6 g1g6 h7g6 d4h4 f5h5 h4h5 g6h5 a1g1 g8h7 c4d3 h7h6 f6g7
59,g2g3 d7d5 f1g2 g7g6 e2e3 e7e5 b2b3 f8g7 c1b2 c7c5 g1e2 g8e7 e1g1 b8c6 d2d3 e8g8 b1d2 a7a5 a2a4 b7b6 e2c3 c8e6 c3b5 f7f5 c2c4 d8d7 d1e2 a8d8 a1d1 d5d4 e3d4 e5d4 f1e1 e6f7 d2f3 h7h6 b2c1 g6g5 h2h4 g5g4 f3h2 e7g6 h4h5 g6e5 f2f4 g4f3 h2f3 d8e8 e2f1 e5g4 f3h4 f7h5 g2d5 g8h7 f1h3 c6e5 c1f4 g4e3 f4e3 d4e3 e1e3 h5d1
60,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f1c4 b8c6 f2f3 e8g8 c4b3 c8d7 d1d2 a8b8 e1c1 c6a5 g2g4 a5b3 c2b3 b7b5 c1b1 b5b4 c3e2 a7a5 e3h6 g7h6 d2h6 a5a4 d1g1 a4b3 d4b3 e7e5 h2h4 b8b7 e2g3 d7e6 g3f5 f6e8 f5e3 b7a7 b3c1 d8a5 b2b3 e8g7 g1g2 f8c8 e3f5 g7e8 h4h5 c8c3 g2h2 e6b3 h6h7 g8h7 h5g6 h7g6 h2h6 g6g5 h1h5 g5f4 c1e2 f4f3 h5h3 f3e4
61,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 e8g8 d1d2 b8c6 f1c4 c8d7 e1c1 c6a5 c4b3 a8b8 h2h4 b7b5 h4h5 a5c4 b3c4 b5c4 h5g6 f7g6 e3h6 g7h6 d2h6 e7e5 d4e2 d7e6 h6d2 b8b6 c3a4 b6c6 e2c3 d8a5 d2g5 c6a6 h1h6 f8f7 d1h1 a5c7 g5h4 g8f8 b2b3 c4b3 a2b3 a6c6 c1b2 f8e8 h1d1 f6g8 c3b5 c7b8 b5d6 c6d6 d1d6 b8d6 h6h7 d6d4 a4c3 f7h7 h4h7 g8e7 h7h8 e8f7 f3f4 e7c6 f4f5 g6f5 h8h7 f7f6 h7h6 f6e7 e4f5 e6d5 f5f6 e7e6 h6g7 e5e4 g7g8 e6f6 g8d5 d4d5 c3d5 f6f5 b2c3 f5g4 b3b4 g4g3 b4b5 c6a5 c3d4 g3g2 d4e4 g2g3 d5e7 a5c4 e4d4 c4b6 e7c6 b6c8 d4c5 g3f4 c6a7 c8a7 b5b6 a7c8 b6b7
62,d2d4 g8f6 g1f3 c7c5 d4d5 e7e6 b1c3 e6d5 c3d5 f6d5 d1d5 f8e7 e2e4 b8c6 f1c4 e8g8 d5h5 c6b4 e1g1 b4c2 f3g5 e7g5 c1g5 d8e8 a1d1 c2d4 h5h4 d4c6 f2f4 g8h8 f1f3 d7d5 g5f6 f8g8 e4d5 c6b4 d1e1 e8a4 f6g7 g8g7 h4d8 g7g8 d8f6 g8g7 f3g3 c8g4 g3g4 a8g8 g4g7 g8g7 b2b3 a4d7 e1e7 d7d8 a2a3 b7b5 a3b4 b5c4 d5d6 h7h5 d6d7 h8h7 f6f5 h7h6 e7e8
63,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e6 f2f3 b7b5 d1d2 b8d7 g2g4 h7h6 e1c1 b5b4 c3a4 d7e5 d2b4 c8d7 e3f4 g7g5 f4d2 a8b8 b4a3 d6d5 a4c5 d8b6 d4b3 e5c4 f1c4 d5c4 c5d7 f6d7 a3a4 b6b5 a4b5 a6b5 b3a5 d7e5 d2c3 f8g7 f3f4 g5f4 c3e5 g7e5 a5c6 e5c7 c6b8 c7b8 a2a4 b8e5 a4b5 e8e7 c2c3 h8b8 c1c2 b8b5 d1a1 e7f6 h2h4 e5c7 a1a7 c7b8 a7a4 f6e5 a4c4 f4f3 h1f1 e5f4 c4d4 f4g4 e4e5 g4g3 d4d3 f7f5 f1f3 g3g4 f3g3 g4h5 g3g8 b8e5 g8e8 h5h4 e8e6 h4g5 b2b4 e5b8 d3h3 h6h5 e6e8 g5g4 h3h1 f5f4 e8g8 g4f3 c2d3 b8a7 h1h3 f3f2 g8h8 b5b7 h8h5 b7d7 d3e4 a7e3 h3f3 f2e1 f3e3 f4e3 e4e3 e1d1 h5h2 d1c1 c3c4 d7b7 e3d4 b7b4 d4c3
64,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 f1d3 g8f6 c2c3 b8c6 h2h3 e7e6 g1f3 f8d6 e1g1 h7h6 f1e1 e8g8 c1e3 c8d7 b1d2 a8c8 a1c1 c6a5 b2b3 a7a6 f3e5 d7e8 e5g4 f6g4 d1g4 f7f5 g4e2 f5f4 d3b1 f4e3 e2e3 f8f6 g2g3 d6a3 c1d1 a3b2 c3c4 d5c4 d2e4 e8f7 e4f6 d8f6 e3e4 g7g6 e1e3 a5c6 e3f3 f6g7 b3c4 b2d4 f3b3 g7f6 b3f3 f6d8 g1g2 d8d7 f3f6 c8d8 h3h4 d7e7 f6f3 g8g7 h4h5 e6e5 d1h1 e7g5 f3f7 g7f7 h5g6 f7g7 f2f4 e5f4 h1h3 d4e5 b1d3 f4g3 e4f3 d8f8 f3e4 f8f2
65,e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6g8 c2c3 c7c5 f1d3 b8c6 g1e2 c5d4 c3d4 f7f6 e5f6 d8f6 d2f3 h7h6 e1g1 f8d6 d3c2 g8e7 e2g3 c8d7 a2a3 g7g5 c1e3 g5g4 f3e5 d6e5 d4e5 c6e5 g3h5 f6f7 h5f4 e5c6 b2b4 a7a6 f4d3 h6h5 d3c5 d7c8 d1d2 e7f5 a1e1 e8g8 e3h6 f5h6 d2h6 f7g7 h6h5 f8f6 e1e3 f6h6 h5e8 g7f8 e8f8 g8f8 f2f3 g4g3 h2g3 b7b6 c5d3 c6d4 c2d1 d4f5 e3e5 f5g3 f1e1 c8d7 d3f4 a8e8 e5g5 g3f5 f4g6 f8f7 g6e5 f7f6 f3f4 h6h7 d1c2 e8c8 c2f5 e6f5 g5g6 f6e7 g6b6
66,b1c3 e7e6 e2e4 c7c5 g1f3 d7d5 d2d4 g8f6 e4e5 f6d7 d4c5 b8c6 c1f4 a7a6 a2a3 d7c5 f1d3 f8e7 h2h3 c8d7 d3e2 e8g8 e1g1 b7b5 d1d2 a8c8 a1d1 b5b4 a3b4 c6b4 f3d4 d8b6 f4e3 b6b8 f2f4 f7f5 d1a1 f8d8 g2g4 g7g6 g1h1 c5e4 c3e4 d5e4 g4f5 g6f5 c2c3 b4d3 f1g1 g8h8 a1a6 b8b2 d2b2 d3b2 d4e6 d7e6 a6e6 c8c3 e3b6 d8d7 e2b5 d7d2 b5f1 d2d7 b6d4 d7d4 e6e7 d4d8 g1g7 c3c1 g7h7 h8g8 e7g7 g8f8 g7f7 f8g8 e5e6
67,g1f3 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 d2d4 e8g8 f1e2 e7e5 e1g1 b8a6 c1e3 f6g4 e3g5 f7f6 g5c1 c7c6 c4c5 e5d4 e2a6 d4c3 a6c4 g8h8 c5d6 f6f5 b2c3 f5e4 f3g5 g4e5 c4b3 c8f5 f1e1 e5d3 e1e4 d3c1 d1c1 f5e4 g5e4 d8h4 c1e3 h4f4 e3f4 f8f4 f2f3 g7e5 a1d1 b7b6
