event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass,source,has_stockfish
97,2534,2731,0-1,37,1.0,1.0,queenside,kingside,14.0,resignation,C11,"French Defense: Classical Variation, Burn Variation",C,74,26.25,7.5,1.0,0.0,2.0,0.0,-572.0,46.0,-591.0,154.0,-197,2632.0,Master,Master,18.75,0.0,0,kaggle_pgn,True
98,2382,2580,1/2-1/2,15,1.0,1.0,kingside,kingside,4.0,draw,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",C,31,9.5,12.88,0.0,0.0,0.0,0.0,0.0,53.0,-8.0,13.66,-198,2481.0,Expert,Master,-3.38,,1,kaggle_pgn,True
99,1769,1799,1-0,44,1.0,1.0,kingside,kingside,16.0,resignation,B20,Sicilian Defense: Lasker-Dunne Attack,B,89,79.5,114.25,3.0,8.0,2.0,3.0,1140.0,1748.0,-18.0,417.36,-30,1784.0,Advanced,Advanced,-34.75,1.0,2,kaggle_pgn,True
100,1828,2030,1-0,42,1.0,1.0,kingside,kingside,20.0,resignation,B32,Sicilian Defense: Open,B,84,16.17,555.47,0.0,1.0,0.0,2.0,10248.0,10248.0,-70.0,1107.12,-202,1929.0,Advanced,Expert,-539.3,1.0,2,kaggle_pgn,True
101,2065,2282,0-1,27,0.0,0.0,none,none,14.0,resignation,C25,Vienna Game,C,54,54.18,4.56,4.0,0.0,5.0,0.0,-739.0,44.0,-739.0,180.15,-217,2174.0,Expert,Expert,49.62,0.0,0,kaggle_pgn,True
102,2467,2109,1-0,47,1.0,1.0,kingside,kingside,20.0,resignation,A09,Réti Opening: Réti Accepted,A,95,8.86,30.91,0.0,2.0,0.0,0.0,532.0,532.0,-23.0,132.24,358,2288.0,Expert,Expert,-22.05,1.0,2,kaggle_pgn,True
103,2469,2663,1/2-1/2,20,1.0,1.0,kingside,queenside,8.0,draw,B22,"Sicilian Defense: Alapin Variation, Barmen Defense",B,41,20.12,15.4,0.0,0.0,1.0,0.0,0.0,85.0,-2.0,25.93,-194,2566.0,Expert,Master,4.72,,1,kaggle_pgn,True
104,2371,1822,1-0,24,1.0,1.0,kingside,kingside,10.0,resignation,D10,Slav Defense,D,49,13.18,19.0,0.0,0.0,0.0,2.0,291.0,315.0,9.0,112.14,549,2096.0,Expert,Advanced,-5.82,1.0,2,kaggle_pgn,True
105,2432,2120,1-0,34,1.0,1.0,kingside,kingside,13.0,resignation,C00,French Defense: King's Indian Attack,C,69,13.53,33.47,0.0,1.0,0.0,0.0,382.0,388.0,-74.0,73.46,312,2276.0,Expert,Expert,-19.94,1.0,2,kaggle_pgn,True
106,1903,1633,1/2-1/2,22,1.0,1.0,kingside,kingside,8.0,draw,B15,Caro-Kann Defense,B,44,15.57,13.8,0.0,0.0,0.0,0.0,-41.0,69.0,-50.0,27.4,270,1768.0,Advanced,Advanced,1.77,,1,kaggle_pgn,True
107,2359,2356,1-0,37,1.0,0.0,queenside,none,20.0,resignation,B33,Sicilian Defense: Open,B,75,25.36,29.57,0.0,2.0,3.0,2.0,436.0,460.0,-51.0,125.4,3,2358.0,Expert,Expert,-4.21,1.0,2,kaggle_pgn,True
108,1935,2210,1/2-1/2,40,1.0,1.0,queenside,kingside,15.0,draw,B53,Sicilian Defense: Chekhover Variation,B,80,60.85,69.0,3.0,2.0,3.0,2.0,0.0,64.0,-467.0,126.39,-275,2072.0,Advanced,Expert,-8.15,,1,kaggle_pgn,True
109,2543,2176,1-0,38,1.0,1.0,kingside,kingside,16.0,resignation,A05,Zukertort Opening,A,77,15.41,56.2,0.0,3.0,0.0,3.0,902.0,910.0,-20.0,169.4,367,2360.0,Master,Expert,-40.79,1.0,2,kaggle_pgn,True
110,2523,1960,1-0,38,1.0,1.0,kingside,kingside,21.0,resignation,E70,King's Indian Defense: Normal Variation,E,77,16.8,55.0,0.0,5.0,1.0,2.0,1524.0,1524.0,17.0,228.91,563,2242.0,Master,Advanced,-38.2,1.0,2,kaggle_pgn,True
111,2527,2507,1-0,31,1.0,1.0,kingside,kingside,19.0,resignation,B42,"Sicilian Defense: Kan Variation, Polugaevsky Variation",B,63,21.43,18.44,1.0,1.0,0.0,0.0,255.0,255.0,-6.0,61.94,20,2517.0,Master,Master,2.99,1.0,2,kaggle_pgn,True
112,2368,2222,0-1,47,1.0,1.0,kingside,kingside,22.0,resignation,A05,Zukertort Opening,A,94,27.23,16.89,1.0,0.0,2.0,1.0,-439.0,47.0,-439.0,122.41,146,2295.0,Expert,Expert,10.34,0.0,0,kaggle_pgn,True
113,2552,2331,1-0,26,1.0,1.0,queenside,kingside,17.0,resignation,A41,Queen's Pawn Game,A,53,44.33,664.29,1.0,4.0,3.0,2.0,10943.0,10943.0,0.0,2071.63,221,2442.0,Master,Expert,-619.96,1.0,2,kaggle_pgn,True
114,2253,2156,1-0,49,0.0,1.0,none,kingside,23.0,resignation,A10,English Opening: Great Snake Variation,A,99,32.71,46.2,2.0,4.0,1.0,4.0,621.0,637.0,2.0,124.66,97,2204.0,Expert,Expert,-13.49,1.0,2,kaggle_pgn,True
115,2430,2410,1/2-1/2,17,0.0,1.0,none,kingside,2.0,draw,A05,Zukertort Opening,A,34,10.5,12.67,0.0,0.0,0.0,0.0,4.0,48.0,-19.0,14.54,20,2420.0,Expert,Expert,-2.17,,1,kaggle_pgn,True
116,2391,2170,1-0,48,1.0,1.0,kingside,kingside,16.0,resignation,C84,Ruy Lopez: Closed,C,97,63.15,457.91,1.0,3.0,0.0,2.0,1229.0,9863.0,-70.0,1065.96,221,2280.0,Expert,Expert,-394.76,1.0,2,kaggle_pgn,True
117,2276,2455,1/2-1/2,23,1.0,0.0,kingside,none,11.0,draw,B23,"Sicilian Defense: Closed, Traditional",B,46,15.36,15.75,0.0,0.0,1.0,1.0,0.0,81.0,-60.0,25.29,-179,2366.0,Expert,Expert,-0.39,,1,kaggle_pgn,True
118,2706,2739,0-1,36,1.0,1.0,kingside,kingside,17.0,resignation,D85,Grünfeld Defense: Exchange Variation,D,72,58.0,21.39,2.0,1.0,5.0,0.0,-644.0,240.0,-644.0,132.27,-33,2722.0,Master,Master,36.61,0.0,0,kaggle_pgn,True
119,2087,2372,0-1,32,1.0,1.0,kingside,kingside,11.0,resignation,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",D,64,109.81,20.94,1.0,1.0,1.0,0.0,-1521.0,237.0,-1539.0,273.56,-285,2230.0,Expert,Expert,88.87,0.0,0,kaggle_pgn,True
120,2595,2614,1-0,58,1.0,1.0,kingside,kingside,24.0,resignation,C10,"French Defense: Rubinstein Variation, Fort Knox Variation",C,117,17.48,33.09,0.0,3.0,0.0,3.0,665.0,779.0,1.0,158.53,-19,2604.0,Master,Master,-15.61,1.0,2,kaggle_pgn,True
121,2476,2169,1-0,40,1.0,1.0,kingside,kingside,17.0,resignation,C08,"French Defense: Tarrasch Variation, Open System",C,81,21.79,43.21,0.0,1.0,4.0,3.0,589.0,589.0,-83.0,92.2,307,2322.0,Expert,Expert,-21.42,1.0,2,kaggle_pgn,True
122,2427,2322,0-1,45,1.0,1.0,kingside,kingside,17.0,resignation,B45,Sicilian Defense: Taimanov Variation,B,90,41.56,17.25,2.0,0.0,6.0,1.0,-621.0,82.0,-621.0,156.39,105,2374.0,Expert,Expert,24.31,0.0,0,kaggle_pgn,True
123,2577,2574,0-1,39,1.0,1.0,kingside,kingside,18.0,resignation,A30,English Opening: Symmetrical Variation,A,78,67.93,27.46,2.0,1.0,2.0,0.0,-720.0,108.0,-721.0,226.59,3,2576.0,Master,Master,40.47,0.0,0,kaggle_pgn,True
124,2489,2621,1/2-1/2,40,1.0,1.0,kingside,kingside,24.0,draw,D26,"Queen's Gambit Accepted: Normal Variation, Traditional System",D,81,14.21,19.5,0.0,0.0,1.0,0.0,0.0,63.0,-26.0,21.04,-132,2555.0,Expert,Master,-5.29,,1,kaggle_pgn,True
125,2409,2354,1/2-1/2,36,0.0,0.0,none,none,8.0,draw,B90,Sicilian Defense: Najdorf Variation,B,73,13.45,15.36,0.0,0.0,0.0,0.0,-28.0,75.0,-63.0,37.46,55,2382.0,Expert,Expert,-1.91,,1,kaggle_pgn,True
126,2191,1991,1/2-1/2,41,1.0,1.0,kingside,kingside,21.0,draw,C84,Ruy Lopez: Closed,C,82,19.2,26.3,0.0,0.0,2.0,4.0,21.0,130.0,-90.0,39.24,200,2091.0,Expert,Advanced,-7.1,,1,kaggle_pgn,True
127,1585,1613,1-0,28,1.0,1.0,kingside,kingside,13.0,resignation,A37,"English Opening: Symmetrical Variation, Three Knights, Fianchetto Variation",A,57,15.93,158.38,0.0,3.0,0.0,1.0,980.0,1451.0,-30.0,339.11,-28,1599.0,Advanced,Advanced,-142.45,1.0,2,kaggle_pgn,True
128,1612,1580,1/2-1/2,35,1.0,1.0,kingside,kingside,14.0,draw,D37,Queen's Gambit Declined: Harrwitz Attack,D,70,17.19,18.0,0.0,0.0,1.0,1.0,85.0,89.0,-111.0,47.97,32,1596.0,Advanced,Advanced,-0.81,,1,kaggle_pgn,True
129,2069,2515,0-1,29,1.0,0.0,kingside,none,10.0,resignation,B00,Pirc Defense,B,58,63.06,93.17,3.0,4.0,4.0,1.0,120.0,279.0,-245.0,110.49,-446,2292.0,Expert,Master,-30.11,0.0,0,kaggle_pgn,True
130,2392,2295,1/2-1/2,69,1.0,1.0,kingside,kingside,23.0,draw,D02,Queen's Pawn Game: Symmetrical Variation,D,138,18.11,24.17,0.0,1.0,3.0,1.0,0.0,181.0,-286.0,122.62,97,2344.0,Expert,Expert,-6.06,,1,kaggle_pgn,True
131,2451,2655,0-1,33,1.0,1.0,kingside,kingside,17.0,resignation,B01,Scandinavian Defense: Gubinsky-Melts Defense,B,66,42.41,19.0,3.0,0.0,2.0,0.0,-387.0,86.0,-389.0,131.84,-204,2553.0,Expert,Master,23.41,0.0,0,kaggle_pgn,True
132,2484,2463,0-1,68,1.0,1.0,kingside,kingside,24.0,resignation,E48,"Nimzo-Indian Defense: Normal Variation, Classical Defense",E,137,358.29,36.06,3.0,4.0,5.0,5.0,-11239.0,217.0,-11239.0,957.92,21,2474.0,Expert,Expert,322.23,0.0,0,kaggle_pgn,True
133,2597,2605,1/2-1/2,30,0.0,0.0,none,none,10.0,draw,D11,"Slav Defense: Quiet Variation, Pin Defense",D,61,13.31,10.92,0.0,0.0,0.0,0.0,23.0,49.0,-4.0,12.66,-8,2601.0,Master,Master,2.39,,1,kaggle_pgn,True
134,2090,1658,1-0,10,0.0,0.0,none,none,2.0,resignation,B32,Sicilian Defense: Open,B,21,13.0,41.2,0.0,0.0,0.0,2.0,207.0,235.0,8.0,65.03,432,1874.0,Expert,Advanced,-28.2,1.0,2,kaggle_pgn,True
135,2409,1936,1/2-1/2,59,1.0,1.0,kingside,queenside,26.0,draw,C17,"French Defense: Winawer Variation, Advance Variation",C,119,31.65,17.83,2.0,0.0,0.0,2.0,-350.0,108.0,-350.0,59.83,473,2172.0,Expert,Advanced,13.82,,1,kaggle_pgn,True
136,2126,2168,1-0,30,1.0,1.0,queenside,queenside,12.0,resignation,B15,Caro-Kann Defense,B,61,22.54,41.78,0.0,3.0,2.0,3.0,688.0,688.0,2.0,167.9,-42,2147.0,Expert,Expert,-19.24,1.0,2,kaggle_pgn,True
137,2480,1799,1-0,28,0.0,0.0,none,none,19.0,resignation,B54,Sicilian Defense: Prins Variation,B,57,8.42,39.5,0.0,2.0,0.0,3.0,534.0,539.0,-15.0,133.48,681,2140.0,Expert,Advanced,-31.08,1.0,2,kaggle_pgn,True
138,2250,2122,0-1,49,0.0,0.0,none,none,15.0,resignation,A45,Trompowsky Attack,A,98,60.24,55.61,2.0,2.0,8.0,5.0,-1271.0,508.0,-1271.0,186.57,128,2186.0,Expert,Expert,4.63,0.0,0,kaggle_pgn,True
139,2164,2191,1/2-1/2,41,1.0,1.0,kingside,kingside,17.0,draw,D30,Queen's Gambit Declined,D,82,22.0,15.36,0.0,0.0,4.0,0.0,-51.0,68.0,-70.0,30.93,-27,2178.0,Expert,Expert,6.64,,1,kaggle_pgn,True
140,2211,2317,1/2-1/2,60,1.0,1.0,kingside,kingside,22.0,draw,A04,Zukertort Opening: Kingside Fianchetto,A,121,31.42,46.14,1.0,4.0,4.0,1.0,0.0,446.0,-18.0,62.78,-106,2264.0,Expert,Expert,-14.72,,1,kaggle_pgn,True
141,2013,2245,0-1,40,1.0,1.0,kingside,kingside,13.0,resignation,A46,Indian Defense: Czech-Indian,A,80,62.05,31.11,2.0,0.0,3.0,5.0,-667.0,285.0,-736.0,200.33,-232,2129.0,Expert,Expert,30.94,0.0,0,kaggle_pgn,True
142,2437,2359,1-0,37,1.0,1.0,kingside,kingside,19.0,resignation,E47,Nimzo-Indian Defense: Normal Variation,E,75,84.0,112.0,3.0,7.0,0.0,2.0,1042.0,1931.0,18.0,494.48,78,2398.0,Expert,Expert,-28.0,1.0,2,kaggle_pgn,True
143,2050,2088,1-0,53,1.0,1.0,kingside,kingside,24.0,resignation,B32,Sicilian Defense: Accelerated Dragon,B,107,27.28,48.57,1.0,3.0,4.0,2.0,115.0,543.0,-55.0,80.05,-38,2069.0,Expert,Expert,-21.29,1.0,2,kaggle_pgn,True
144,1846,2337,0-1,32,1.0,1.0,kingside,kingside,19.0,resignation,E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line",E,64,687.33,58.25,7.0,2.0,1.0,0.0,-912.0,32.0,-12231.0,1528.32,-491,2092.0,Advanced,Expert,629.08,0.0,0,kaggle_pgn,True
145,2275,2422,1-0,30,1.0,1.0,queenside,kingside,16.0,resignation,B80,Sicilian Defense: Scheveningen Variation,B,61,30.45,33.73,1.0,1.0,0.0,2.0,394.0,394.0,-44.0,96.95,-147,2348.0,Expert,Expert,-3.28,1.0,2,kaggle_pgn,True
146,2225,2050,1/2-1/2,27,1.0,1.0,kingside,kingside,13.0,draw,A46,Yusupov-Rubinstein System,A,55,10.25,10.75,0.0,0.0,0.0,0.0,0.0,56.0,-41.0,19.9,175,2138.0,Expert,Expert,-0.5,,1,kaggle_pgn,True
147,2230,1846,1-0,35,1.0,1.0,kingside,kingside,19.0,resignation,A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",A,71,13.61,27.33,0.0,1.0,1.0,1.0,142.0,188.0,-78.0,78.76,384,2038.0,Expert,Advanced,-13.72,1.0,2,kaggle_pgn,True
148,2336,2225,0-1,54,1.0,0.0,queenside,none,22.0,resignation,C11,"French Defense: Classical Variation, Burn Variation",C,108,59.47,33.58,5.0,3.0,5.0,0.0,-1517.0,48.0,-1570.0,369.26,111,2280.0,Expert,Expert,25.89,0.0,0,kaggle_pgn,True
149,1788,2212,0-1,36,1.0,1.0,kingside,kingside,15.0,resignation,B33,Sicilian Defense: Open,B,72,41.65,10.18,1.0,0.0,2.0,0.0,-852.0,64.0,-852.0,186.86,-424,2000.0,Advanced,Expert,31.47,0.0,0,kaggle_pgn,True
150,1965,2083,0-1,22,1.0,1.0,queenside,queenside,10.0,resignation,A51,"Indian Defense: Budapest Defense, Fajarowicz Variation",A,44,64.87,37.57,2.0,1.0,4.0,0.0,-530.0,226.0,-585.0,240.72,-118,2024.0,Advanced,Expert,27.3,0.0,0,kaggle_pgn,True
151,2469,2608,0-1,67,1.0,0.0,kingside,none,27.0,resignation,A40,Queen's Pawn Game,A,134,139.97,18.56,2.0,1.0,1.0,1.0,-4926.0,64.0,-4932.0,1378.89,-139,2538.0,Expert,Master,121.41,0.0,0,kaggle_pgn,True
152,2319,2107,1-0,21,0.0,0.0,none,none,10.0,resignation,D37,Queen's Gambit Declined: Three Knights Variation,D,43,10.6,43.77,0.0,1.0,0.0,2.0,502.0,517.0,3.0,154.17,212,2213.0,Expert,Expert,-33.17,1.0,2,kaggle_pgn,True
153,1876,1904,1/2-1/2,54,1.0,1.0,kingside,kingside,23.0,draw,B44,"Sicilian Defense: Taimanov Variation, Szén Variation",B,109,33.61,36.33,3.0,2.0,4.0,7.0,95.0,215.0,-422.0,111.05,-28,1890.0,Advanced,Advanced,-2.72,,1,kaggle_pgn,True
154,2430,2550,1-0,37,1.0,1.0,kingside,queenside,21.0,resignation,D17,Slav Defense: Czech Variation,D,74,16.0,218.33,0.0,7.0,1.0,1.0,4828.0,4828.0,-19.0,619.35,-120,2490.0,Expert,Master,-202.33,1.0,2,kaggle_pgn,True
155,2329,2468,1-0,29,1.0,1.0,queenside,queenside,12.0,resignation,E12,Queen's Indian Defense: Kasparov Variation,E,59,26.45,39.32,0.0,2.0,2.0,3.0,386.0,424.0,-59.0,118.38,-139,2398.0,Expert,Expert,-12.87,1.0,2,kaggle_pgn,True
156,2253,2046,1/2-1/2,43,1.0,1.0,kingside,kingside,20.0,draw,A15,English Opening: Anglo-Indian Defense,A,87,23.27,24.07,0.0,1.0,3.0,1.0,-9.0,65.0,-128.0,43.97,207,2150.0,Expert,Expert,-0.8,,1,kaggle_pgn,True
157,2554,2607,1/2-1/2,30,1.0,1.0,kingside,kingside,20.0,draw,D22,"Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation",D,61,15.65,14.08,0.0,0.0,0.0,0.0,-15.0,93.0,-24.0,33.74,-53,2580.0,Master,Master,1.57,,1,kaggle_pgn,True
158,2075,2369,0-1,68,1.0,1.0,kingside,kingside,26.0,resignation,B90,Sicilian Defense: Najdorf Variation,B,137,11.25,14.13,0.0,0.0,0.0,1.0,0.0,75.0,-53.0,18.53,-294,2222.0,Expert,Expert,-2.88,0.0,0,kaggle_pgn,True
159,2030,2232,1-0,46,1.0,1.0,kingside,kingside,18.0,resignation,B10,Caro-Kann Defense,B,93,35.47,60.37,1.0,4.0,2.0,1.0,338.0,1296.0,-4.0,193.62,-202,2131.0,Expert,Expert,-24.9,1.0,2,kaggle_pgn,True
160,2346,2114,1-0,25,1.0,0.0,kingside,none,11.0,resignation,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B,51,16.56,29.0,0.0,0.0,0.0,3.0,345.0,345.0,-30.0,94.54,232,2230.0,Expert,Expert,-12.44,1.0,2,kaggle_pgn,True
161,2347,2479,0-1,50,1.0,1.0,kingside,kingside,16.0,resignation,B44,"Sicilian Defense: Taimanov Variation, Szén Variation",B,100,213.27,13.8,4.0,0.0,0.0,0.0,-1700.0,64.0,-5195.0,643.81,-132,2413.0,Expert,Expert,199.47,0.0,0,kaggle_pgn,True
162,1985,2255,0-1,53,1.0,1.0,kingside,kingside,21.0,resignation,D35,Queen's Gambit Declined: Normal Defense,D,106,204.64,165.96,5.0,2.0,2.0,1.0,-1155.0,241.0,-5191.0,755.08,-270,2120.0,Advanced,Expert,38.68,0.0,0,kaggle_pgn,True
163,2390,2034,1-0,31,1.0,1.0,queenside,kingside,12.0,resignation,B70,Sicilian Defense: Dragon Variation,B,63,43.0,42.91,2.0,1.0,2.0,2.0,55.0,185.0,-118.0,55.08,356,2212.0,Expert,Expert,0.09,1.0,2,kaggle_pgn,True
164,2298,2516,0-1,41,1.0,1.0,kingside,kingside,15.0,resignation,E30,Nimzo-Indian Defense: Leningrad Variation,E,82,28.85,12.41,0.0,0.0,2.0,0.0,-146.0,38.0,-168.0,58.04,-218,2407.0,Expert,Master,16.44,0.0,0,kaggle_pgn,True
165,2284,2092,0-1,29,1.0,1.0,kingside,kingside,14.0,resignation,E43,Nimzo-Indian Defense: St. Petersburg Variation,E,58,220.23,26.6,3.0,0.0,0.0,2.0,-2126.0,158.0,-2427.0,422.03,192,2188.0,Expert,Expert,193.63,0.0,0,kaggle_pgn,True
166,2177,2356,1/2-1/2,45,1.0,1.0,kingside,kingside,20.0,draw,A60,"Benoni Defense: Modern Variation, Snake Variation",A,90,18.61,16.52,1.0,0.0,1.0,1.0,48.0,130.0,-25.0,36.78,-179,2266.0,Expert,Expert,2.09,,1,kaggle_pgn,True
167,2145,2351,1/2-1/2,23,1.0,1.0,kingside,kingside,12.0,draw,B40,Sicilian Defense: Kramnik Variation,B,47,15.73,17.36,0.0,0.0,0.0,0.0,0.0,74.0,0.0,18.23,-206,2248.0,Expert,Expert,-1.63,,1,kaggle_pgn,True
168,2316,2242,1/2-1/2,63,1.0,1.0,kingside,kingside,28.0,draw,B27,Sicilian Defense: Hyperaccelerated Fianchetto,B,127,25.79,26.67,0.0,1.0,5.0,2.0,0.0,179.0,-148.0,51.53,74,2279.0,Expert,Expert,-0.88,,1,kaggle_pgn,True
169,2334,2166,1/2-1/2,56,1.0,1.0,kingside,kingside,18.0,draw,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",C,113,18.26,20.2,0.0,0.0,2.0,1.0,0.0,186.0,-29.0,53.5,168,2250.0,Expert,Expert,-1.94,,1,kaggle_pgn,True
170,2119,2363,0-1,52,1.0,1.0,kingside,kingside,21.0,resignation,A46,Indian Defense: Spielmann-Indian,A,104,26.12,19.92,2.0,0.0,3.0,2.0,-418.0,167.0,-418.0,121.48,-244,2241.0,Expert,Expert,6.2,0.0,0,kaggle_pgn,True
171,1956,1945,1-0,37,1.0,1.0,kingside,kingside,19.0,resignation,D00,Queen's Pawn Game,D,75,24.21,42.14,0.0,2.0,1.0,2.0,669.0,669.0,-47.0,177.47,11,1950.0,Advanced,Advanced,-17.93,1.0,2,kaggle_pgn,True
172,2559,2440,1/2-1/2,24,1.0,1.0,queenside,kingside,12.0,draw,B90,Sicilian Defense: Najdorf Variation,B,48,10.58,7.08,0.0,0.0,0.0,0.0,27.0,59.0,-25.0,19.14,119,2500.0,Master,Expert,3.5,,1,kaggle_pgn,True
173,2091,2581,0-1,43,1.0,1.0,kingside,kingside,16.0,resignation,A48,Queen's Pawn Game: Barry Attack,A,86,25.6,28.5,1.0,1.0,1.0,2.0,-210.0,48.0,-258.0,78.84,-490,2336.0,Expert,Master,-2.9,0.0,0,kaggle_pgn,True
174,2506,2498,1/2-1/2,10,0.0,0.0,none,none,0.0,draw,D10,Slav Defense,D,20,11.33,21.8,0.0,0.0,0.0,1.0,64.0,64.0,-10.0,18.52,8,2502.0,Master,Expert,-10.47,,1,kaggle_pgn,True
175,2144,2068,1-0,30,1.0,1.0,kingside,kingside,6.0,resignation,B70,Sicilian Defense: Dragon Variation,B,60,11.93,12.86,0.0,0.0,0.0,1.0,97.0,97.0,-29.0,29.91,76,2106.0,Expert,Expert,-0.93,1.0,2,kaggle_pgn,True
176,2591,2590,0-1,49,1.0,1.0,kingside,kingside,15.0,resignation,E90,"King's Indian Defense: Normal Variation, Rare Defenses",E,98,39.42,19.35,2.0,0.0,7.0,2.0,-562.0,133.0,-646.0,173.86,1,2590.0,Master,Master,20.07,0.0,0,kaggle_pgn,True
177,2330,2151,1-0,27,1.0,0.0,kingside,none,10.0,resignation,B07,Pirc Defense,B,55,50.27,56.27,2.0,3.0,0.0,1.0,603.0,603.0,22.0,164.33,179,2240.0,Expert,Expert,-6.0,1.0,2,kaggle_pgn,True
178,2229,2457,1/2-1/2,21,1.0,0.0,kingside,none,8.0,draw,B47,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",B,42,23.5,24.25,0.0,0.0,2.0,0.0,-12.0,75.0,-56.0,41.54,-228,2343.0,Expert,Expert,-0.75,,1,kaggle_pgn,True
179,2538,2394,1/2-1/2,48,1.0,1.0,kingside,kingside,18.0,draw,E90,"King's Indian Defense: Normal Variation, Rare Defenses",E,96,20.65,16.33,1.0,0.0,1.0,1.0,121.0,178.0,-23.0,51.42,144,2466.0,Master,Expert,4.32,,1,kaggle_pgn,True
180,2411,2201,1-0,56,1.0,1.0,kingside,kingside,26.0,resignation,B53,Sicilian Defense: Chekhover Variation,B,113,11.78,19.72,0.0,0.0,0.0,2.0,335.0,335.0,-34.0,85.9,210,2306.0,Expert,Expert,-7.94,1.0,2,kaggle_pgn,True
181,2442,2171,1-0,34,1.0,1.0,kingside,kingside,17.0,resignation,E48,"Nimzo-Indian Defense: Normal Variation, Classical Defense",E,68,10.73,107.45,0.0,3.0,0.0,0.0,2014.0,2014.0,0.0,241.69,271,2306.0,Expert,Expert,-96.72,1.0,2,kaggle_pgn,True
182,1915,1803,0-1,41,1.0,0.0,kingside,none,21.0,resignation,C39,"King's Gambit Accepted: Kieseritzky Gambit, Kolisch Defense",C,82,381.86,366.65,7.0,2.0,2.0,5.0,-6457.0,366.0,-11848.0,1830.62,112,1859.0,Advanced,Advanced,15.21,0.0,0,kaggle_pgn,True
183,2398,2053,1-0,32,1.0,1.0,kingside,kingside,14.0,resignation,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",E,65,20.18,36.14,0.0,2.0,1.0,3.0,531.0,538.0,-16.0,165.17,345,2226.0,Expert,Expert,-15.96,1.0,2,kaggle_pgn,True
184,2022,2205,0-1,13,1.0,0.0,kingside,none,6.0,resignation,A83,"Dutch Defense: Staunton Gambit, Chigorin Variation",A,26,51.71,39.0,1.0,1.0,2.0,0.0,-163.0,54.0,-222.0,93.69,-183,2114.0,Expert,Expert,12.71,0.0,0,kaggle_pgn,True
185,2154,2307,0-1,27,1.0,1.0,queenside,kingside,13.0,resignation,A41,Old Indian Defense,A,54,75.86,36.5,3.0,1.0,5.0,0.0,-469.0,66.0,-606.0,166.65,-153,2230.0,Expert,Expert,39.36,0.0,0,kaggle_pgn,True
186,2287,2496,1/2-1/2,44,1.0,1.0,kingside,kingside,22.0,draw,D30,Queen's Gambit Declined,D,88,9.36,9.4,0.0,0.0,0.0,0.0,0.0,71.0,-10.0,13.61,-209,2392.0,Expert,Expert,-0.04,,1,kaggle_pgn,True
187,2167,1758,1-0,34,1.0,1.0,kingside,kingside,14.0,resignation,A50,Indian Defense: Normal Variation,A,69,21.5,64.59,0.0,3.0,1.0,4.0,1200.0,1208.0,19.0,265.22,409,1962.0,Expert,Advanced,-43.09,1.0,2,kaggle_pgn,True
188,1818,1837,1-0,37,1.0,1.0,kingside,kingside,18.0,resignation,B20,Sicilian Defense: Staunton-Cochrane Variation,B,75,43.06,93.95,2.0,7.0,1.0,3.0,685.0,1092.0,-16.0,318.66,-19,1828.0,Advanced,Advanced,-50.89,1.0,2,kaggle_pgn,True
189,1922,2363,0-1,52,1.0,1.0,kingside,kingside,19.0,resignation,A45,Indian Defense: Accelerated London System,A,104,66.9,27.95,5.0,1.0,3.0,0.0,-1200.0,62.0,-1750.0,387.9,-441,2142.0,Advanced,Expert,38.95,0.0,0,kaggle_pgn,True
190,2549,2185,1-0,31,1.0,1.0,kingside,kingside,10.0,resignation,A13,English Opening: Agincourt Defense,A,62,23.36,34.0,1.0,1.0,1.0,2.0,372.0,372.0,-14.0,77.89,364,2367.0,Master,Expert,-10.64,1.0,2,kaggle_pgn,True
191,2548,2477,0-1,52,1.0,1.0,kingside,kingside,21.0,resignation,A34,"English Opening: Symmetrical Variation, Normal Variation",A,104,44.77,19.05,2.0,0.0,4.0,2.0,-817.0,117.0,-832.0,265.38,71,2512.0,Master,Expert,25.72,0.0,0,kaggle_pgn,True
192,2049,2309,1/2-1/2,49,1.0,0.0,queenside,none,27.0,draw,B70,Sicilian Defense: Dragon Variation,B,99,14.57,14.68,0.0,0.0,0.0,1.0,0.0,96.0,-68.0,30.99,-260,2179.0,Expert,Expert,-0.11,,1,kaggle_pgn,True
193,2585,2546,0-1,29,1.0,0.0,kingside,none,17.0,resignation,A12,"Réti Opening: Anglo-Slav Variation, Bogoljubow Variation",A,58,55.22,17.2,2.0,0.0,2.0,1.0,-801.0,74.0,-801.0,334.21,39,2566.0,Master,Master,38.02,0.0,0,kaggle_pgn,True
