event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass
32,2345,2291,0-1,42,False,True,none,kingside,18,resignation,d4 Nf6 Nf3 e6 Bg5 c5 e3 h6 Bh4 cxd4 Bxf6 Qxf6 exd4 b6 Nbd2 Bb7 Bd3 Be7 Qe2 Nc6 c3 d5 Ne5 Bd6 Bb5 Bxe5 dxe5 Qe7 Nb3 O-O Bxc6 Bxc6 Nd4 Bb7 f4 a5 h4 f6 g3 Ba6 Qe3 b5 a3 b4 axb4 axb4 Kf2 bxc3 bxc3 f5 Rhb1 Bc4 Qc1 Qc5 Kg2 Bd3 Rb7 Be4+ Kh3 Rxa1 Qxa1 Qc4 h5 Rc8 Kh4 Kh8 Ra7 Kh7 Re7 Kh8 Ra7 Kh7 Rb7 Kh8 Rd7 Qd3 Rxg7 Qd2 Qg1 Kxg7 Nxe6+ Kh8 g4 fxg4,A46,Torre Attack: Classical Defense,A,84,90.5,32.47,3,1,1,3,-1197,212,-1238,265.7,54,2318.0,Expert,Expert,58.03,0.0,0
33,1933,2207,1-0,57,True,True,kingside,kingside,25,resignation,d4 d5 Nf3 Nf6 c3 e6 Bf4 Be7 h3 O-O e3 b6 b4 c5 bxc5 bxc5 Nbd2 Qa5 Qc2 cxd4 Nxd4 Nfd7 N2b3 Qd8 Bh2 e5 Nf5 Ba3 Rd1 Bb7 e4 d4 Bc4 Nc6 O-O Nb6 cxd4 Nb4 Qe2 Nxc4 Qxc4 Ba6 Qc5 Bxf1 Qxe5 Qf6 Qxf6 gxf6 Kxf1 Nc6 Bd6 Bxd6 Nxd6 Rab8 d5 Ne5 Nc5 Rb6 Nf5 Rd8 Rc1 Rb2 f4 Ng6 g3 h5 h4 Rbb8 d6 Kh7 a4 Nf8 Ke2 Ne6 Kd3 Rb4 Rc3 Kh8 e5 fxe5 fxe5 Nf8 Rb3 Rg4 Nh6 Rxg3+ Ke4 f5+ Nxf5 Rg4+ Kd5 a5 e6 Rf4 Ng3 Ra8 e7 Ng6 Re3 Nxe7+ dxe7 Re8 Re5 Rxh4 Nxh5 Rb4 Nf6 Rxe7 Rxe7 Rd4+ Ke6 Rd6+ Kf7 Rd7 Nfxd7,D02,Queen's Pawn Game: Symmetrical Variation,D,115,400.11,361.26,4,8,7,5,1289,10221,-71,1688.46,-274,2070.0,Advanced,Expert,38.85,1.0,2
34,1941,2184,1/2-1/2,33,True,True,kingside,kingside,14,draw,Nf3 Nf6 d4 e6 Bg5 c5 e3 b6 Bd3 Bb7 Nbd2 Be7 O-O h6 Bh4 O-O c3 d6 b4 cxb4 cxb4 Nc6 Qb3 a6 a4 Nd5 Bxe7 Qxe7 b5 Na5 Qb2 axb5 axb5 Rfc8 Rfc1 Qd7 h3 Kf8 e4 Nf4 Bf1 Qe7 e5 Bd5 Qb1 Rxc1 Qxc1 Qb7 Qa3 Rd8 Rc1 Qe7 exd6 Qxd6 Qxd6+ Rxd6 Rc8+ Ke7 Rc7+ Rd7 Rxd7+ Kxd7 Ne5+ Ke7 g3 Nh5 Ndc4,A05,Zukertort Opening,A,67,12.19,23.25,0,1,0,0,-19,94,-27,19.27,-243,2062.0,Advanced,Expert,-11.06,,1
35,2224,2008,1/2-1/2,39,True,True,kingside,kingside,20,draw,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O Nf3 e5 O-O Na6 Re1 Bg4 Be3 exd4 Nxd4 Bxe2 Qxe2 Re8 f3 Nh5 Qf2 Nc5 Rad1 a5 Ndb5 b6 Nd5 Ne6 Ndxc7 Nxc7 Bxb6 Re7 c5 Nxb5 Bxd8 Rxd8 a4 Na7 Rxd6 Rb8 c6 Be5 Rd7 Nxc6 Rxe7 Bd4 Qxd4 Nxd4 Rd1 Nf4 Rd2 Rb4 Kf2 Rxa4 g3 Nfe6 Ra7 Kg7 f4 Nc6 Ra6 Ned4 f5 Rb4 f6+ Kxf6 Rxd4 Rxd4 Rxc6+ Ke5 Kf3 Rd3+ Kg4 Rb3,E73,"King's Indian Defense: Normal Variation, Standard Development",E,78,40.48,34.11,2,1,4,3,-86,454,-160,145.62,216,2116.0,Expert,Expert,6.37,,1
36,1889,2307,0-1,38,True,True,kingside,kingside,14,resignation,c4 Nf6 d4 c5 e3 g6 Nf3 Bg7 Be2 O-O O-O cxd4 exd4 d5 Nc3 Nc6 h3 b6 Be3 Bb7 a3 Rc8 Rc1 dxc4 Bxc4 Na5 Ba2 Nc4 Qe2 Nxe3 fxe3 e6 Rcd1 Nd5 Bxd5 exd5 Qd3 Re8 Rde1 Rc6 Kh1 Rce6 Nd1 Qc8 Rf2 Qc4 Qd2 f6 Nh2 Bh6 Ng4 Bg7 Nh2 h5 Ref1 Ba6 Re1 Bh6 Nf3 Kg7 g4 hxg4 hxg4 Re4 Rg2 Qc8 Nf2 Bxe3 Rxe3 Rxe3 Rg3 Re2 Qf4 Rxf2 g5 Re1+,A15,English Opening: Anglo-Indian Defense,A,76,120.76,820.83,4,2,0,0,-1998,50,-11576,1382.02,-418,2098.0,Advanced,Expert,-700.07,0.0,0
37,2369,2394,1-0,86,True,True,kingside,kingside,24,resignation,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 a3 Bd7 b4 cxd4 cxd4 Rc8 Bb2 Na5 Nbd2 Ne7 Rc1 Rxc1 Qxc1 Nac6 Bd3 g6 O-O Bh6 Qc3 O-O b5 Nb8 Qb4 Re8 Nb3 a6 bxa6 Qxb4 axb4 Nxa6 Nc5 Nxc5 bxc5 Ra8 Ra1 Rxa1+ Bxa1 Nc6 Bc3 Kf8 Kf1 Ke7 Ke2 Bg7 h4 f6 exf6+ Bxf6 Ke3 Kd8 Kf4 Be8 g4 Ne7 Ng5 Bd7 h5 gxh5 Nxh7 Bg7 gxh5 Be8 Ng5 Kd7 Kg4 Nc6 Nf3 Ke7 Kg5 Nd8 Ne5 Nf7+ Nxf7 Bxf7 h6 Bf6+ Kg4 Be8 f4 Kf7 Kf3 Bd7 Ke3 Bd8 Be1 Kg8 Bg6 Kh8 Bg3 Bf6 Be1 Bd8 Bb4 Kg8 Bc3 Kh8 Be1 Kg8 Bf2 Kh8 Kf3 Bf6 Kg4 Kg8 f5 exf5+ Bxf5 Bc6 Be3 Kf7 Kf3 Bb5 Bc8 Bc6 Kg4 Kg6 Be6 Bh8 Bf5+ Kf7 Kf4 Bf6 Bf2 Bb5 Kg4 Be2+ Kg3 Bb5 Kf3 Ba4 Ke2 Bc6 Kd3 Bb5+ Kc3 Bg5 h7 Bf6 Bg3 Kg7 Be5 Bxe5 dxe5 Bc6 Kd4 Kh8 e6 Kg7 Ke5 Kh8 Kf6 Bb5 e7 d4 Ke5 Kg7 Kxd4 Be8 Ke5 Bc6 Kd6 Be8 Kc7,C02,"French Defense: Advance Variation, Paulsen Attack",C,173,408.12,350.67,4,7,3,4,5950,11756,-6,2179.19,-25,2382.0,Expert,Expert,57.45,1.0,2
38,2529,2255,1-0,41,False,True,none,kingside,15,resignation,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c4 b4 Nc2 Rb8 b3 O-O g3 Bg5 h4 Bh6 Bh3 Be6 Kf1 Rb7 Kg2 Qa5 a3 bxa3 Rxa3 Qc5 Rxa6 Rfb8 Qe2 Bxd5 exd5 Nb4 Nxb4 Qxb4 Rb1 g6 h5 Bg5 Rc6 Rb6 Qf3 Bd8 Bd7 R6b7 Qg4 Qa3 hxg6 hxg6 Rh1 Bf6 Bc8 Ra7 Ba6 Rd8 Bb5 Qxb3 Rc8 Ra8 Rc7 Qd3 Bd7 Bg7 Be6 Rf8 Qh4 Bh6 Qxh6 Qe4+ Kh2,B33,Sicilian Defense: Lasker-Pelikan Variation,B,83,24.53,54.68,0,3,3,0,943,943,-27,168.53,274,2392.0,Master,Expert,-30.15,1.0,2
39,1992,2119,1-0,69,True,True,queenside,queenside,28,resignation,e4 e6 Qe2 g6 g3 b6 Bg2 Bb7 Nf3 Bg7 h4 Ne7 h5 gxh5 d3 d5 Ng5 Ng6 Qxh5 Nd7 Qe2 h6 Nh3 Nc5 Nd2 Qd6 exd5 Bxd5 Nc4 Qc6 Bxd5 Qxd5 Rh2 O-O-O Nf4 Nxf4 Bxf4 e5 Qg4+ Ne6 Bd2 h5 Qf5 Kb8 Ne3 Qc6 O-O-O Qa4 Kb1 Nd4 Qxf7 Bh6 Qc4 Qxc4 Nxc4 Nf3 Rhh1 Bxd2 Nxd2 Nxd2+ Rxd2 Rdf8 Re2 Rf5 Kc1 Rhf8 Rh2 Kb7 Kd2 Kc6 Ke1 Kd5 Re4 Rg8 Reh4 Rgg5 Ke2 c5 Ke3 a6 R2h3 b5 f4 exf4+ gxf4 Rg2 Rh2 Rxh2 Rxh2 c4 dxc4+ bxc4 Rg2 c3 b3 Ke6 Rg6+ Rf6 Rxf6+ Kxf6 b4 h4 a4 Kf5 Kf3 h3 b5 axb5 axb5 h2 Kg2 Kxf4 b6 Ke3 b7 Kd2 b8=Q Kxc2 Qxh2 Kb1 Qb8+ Ka2 Qc7 Kb2 Qb6+ Ka2 Qc5 Kb3 Qb5+ Ka3 Qc4 Kb2 Qb4+ Kc2 Kf3 Kd3 Qd6+ Kc2 Ke2,C00,French Defense: Chigorin Variation,C,139,206.54,325.27,1,5,0,3,4926,10286,-67,2256.75,-127,2056.0,Advanced,Expert,-118.73,1.0,2
40,2130,1943,1/2-1/2,16,True,True,kingside,kingside,5,draw,d4 Nf6 c4 c5 d5 b5 cxb5 a6 e3 g6 Nc3 Bg7 a4 O-O Nf3 d6 e4 Nbd7 Ra3 axb5 Bxb5 Ba6 Qe2 Bxb5 Nxb5 Qb6 O-O Rfb8 Nd2 Qa6 Nc4 Ne8 Bg5,A57,Benko Gambit Accepted: Modern Variation,A,33,13.0,14.33,0,0,0,0,82,115,17,24.58,187,2036.0,Expert,Advanced,-1.33,,1
41,2376,2591,0-1,32,True,True,queenside,kingside,16,resignation,d4 Nf6 Nf3 g6 Nc3 d5 Bg5 Bg7 Bxf6 Bxf6 e4 c6 Qd2 O-O h4 h5 e5 Bg7 Bd3 c5 dxc5 Nc6 a3 Bg4 O-O-O e6 Kb1 Qe7 Qf4 Bxf3 Qxf3 Nxe5 Qe2 Qxc5 f3 Rac8 Na2 Nxd3 cxd3 Rc6 g4 Rb6 Rd2 Qxa3 d4 Qa4 Rhd1 hxg4 fxg4 Rc8 Qe3 Ra6 b3 Rb6 Rb2 Qd7 h5 e5 dxe5 Qxg4 Rxd5 Qxh5 Nc3 Qh1+,A48,East Indian Defense,A,64,46.0,23.44,1,0,5,1,-797,48,-797,186.24,-215,2484.0,Expert,Master,22.56,0.0,0
42,1870,2086,1-0,35,True,True,kingside,kingside,15,resignation,e4 e6 Nf3 d5 Nc3 Nf6 e5 Nfd7 d4 c5 dxc5 Nc6 Bf4 Bxc5 Bd3 f6 exf6 Nxf6 O-O O-O Qe2 Qe7 a3 Bd7 Ne5 Rae8 Rae1 a6 Qd2 Nxe5 Bxe5 Bc6 h3 Nd7 Bg3 e5 b4 Bb6 Nd1 Qf7 Ne3 e4 Be2 Kh8 Bd6 Rg8 Ng4 h5 Ne3 Ne5 c4 Nxc4 Nxc4 dxc4 Qg5 Bb5 Bxh5 g6 Be2 Bd4 a4 Bxa4 Bxc4 Qg7 Bxg8 Kxg8 Qd5+ Kh7 Rxe4 Bc6 Rh4+,C00,French Defense: Two Knights Variation,C,71,20.2,136.0,1,4,0,0,1720,1775,-181,307.55,-216,1978.0,Advanced,Expert,-115.8,1.0,2
43,2450,2170,1-0,33,True,True,kingside,kingside,15,resignation,d4 d5 c4 e6 Nf3 c5 cxd5 exd5 g3 Nc6 Bg2 Nf6 O-O Be7 Nc3 O-O Bg5 Bf5 Rc1 c4 Ne5 Rc8 e3 Ne8 Nxc6 bxc6 Bxe7 Qxe7 Re1 Nf6 b3 cxb3 axb3 Rfe8 Na4 Ne4 f3 Ng5 h4 Nh3+ Bxh3 Bxh3 Qd2 Qf6 Qf2 h5 Nc5 Rc7 Nd3 g5 hxg5 Qxg5 Nf4 Be6 Qh2 f6 Kf2 Bf7 Qh4 Rb8 Rc3 Qf5 g4 hxg4 Rg1 Rxb3 Qxg4+,D30,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",D,67,12.38,61.37,0,3,0,0,652,1048,7,162.17,280,2310.0,Expert,Expert,-48.99,1.0,2
44,2133,2214,1/2-1/2,23,True,False,kingside,none,10,draw,d4 Nf6 Nf3 e6 Bg5 d5 e3 c5 Nbd2 Qb6 Rb1 Nc6 c3 Bd6 Bd3 Nd7 e4 cxd4 exd5 exd5 Qe2+ Kf8 O-O Nde5 h3 Bd7 Rfe1 Re8 Nb3 f6 Bd2 Kf7 Nfxd4 Nxd3 Qxd3 Ne5 Qc2 Bb8 Bf4 Ba4 Bxe5 Rxe5 Nf3 Rxe1+ Rxe1 g6 Qd2,A46,Torre Attack: Classical Defense,A,47,37.6,21.23,1,0,1,2,28,91,-225,53.42,-81,2174.0,Expert,Expert,16.37,,1
45,2430,2550,1/2-1/2,5,True,False,kingside,none,2,draw,e4 e5 Nf3 Nc6 Bb5 a5 Bxc6 dxc6 O-O Bg4,C60,Ruy Lopez: Bulgarian Variation,C,10,1.0,24.5,0,0,0,0,39,68,20,13.32,-120,2490.0,Expert,Master,-23.5,,1
46,2024,2517,0-1,50,True,True,kingside,kingside,22,resignation,c4 e5 g3 c6 d4 e4 Bg2 d5 Nc3 Bb4 Qb3 Ba5 cxd5 cxd5 Bf4 Nc6 Rd1 Nge7 Bc1 Bb6 e3 Bg4 f3 exf3 Nxf3 O-O O-O h6 Rde1 Qd6 Qd1 Rad8 Na4 Ba5 Bd2 Bc7 Nc5 Bc8 Nd3 Ng6 b4 a6 a4 Nce7 Nfe5 Nxe5 Nxe5 Bf5 Qh5 Qe6 g4 Be4 Rc1 Bxg2 Kxg2 Bxe5 dxe5 d4 e4 Rc8 h3 Rxc1 Rxc1 Qa2 Rd1 Qc2 g5 Qxe4+ Qf3 Qg6 Kh2 hxg5 Qxb7 Qc2 Qf3 Ng6 Kh1 Nxe5 Qf1 Qxa4 Bxg5 Qxb4 Qxa6 d3 Qa2 Rc8 Qg2 Rc2 Qd5 Qc4 Qxc4 Rxc4 Kg2 f6 Bc1 Rc2+ Kg3 Nc4 Bf4 Nb2,A20,English Opening: King's English Variation,A,100,64.89,39.5,6,2,5,2,-484,48,-907,185.49,-493,2270.0,Expert,Master,25.39,0.0,0
47,2079,2202,1/2-1/2,40,True,True,kingside,kingside,16,draw,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 Be7 e3 O-O Bd3 c6 Qc2 Nbd7 Nf3 Re8 h3 Nf8 O-O Ne4 Bf4 Ng5 Nxg5 Bxg5 Bh2 Be7 Rab1 Bd6 Bxd6 Qxd6 b4 a6 Na4 Ng6 Nb6 Rb8 Nxc8 Rbxc8 a4 h6 Bxg6 fxg6 Rfc1 Qe6 Rb3 g5 Qd1 Rf8 Qg4 Qf7 Rc2 Ra8 Qg3 Qf5 Rbc3 a5 b5 cxb5 axb5 a4 Qg4 Ra5 Qxf5 Rxf5 g4 Rf8 Ra3 Rd8 Kg2 Rd7 Rca2 Rxb5 Rxa4 Kf7 Rc2 Ke6 Ra8 Rf7,D35,Queen's Gambit Declined: Normal Defense,D,80,13.73,12.05,0,0,1,0,34,62,-25,21.16,-123,2140.0,Expert,Expert,1.68,,1
48,2101,2330,0-1,34,False,True,none,kingside,19,resignation,e4 d6 d4 Nf6 Nc3 g6 Be3 c6 f3 b5 Qd2 Bg7 Nge2 Nbd7 g4 Nb6 Ng3 h5 g5 Nfd7 h4 Bb7 f4 e6 f5 b4 Nd1 c5 fxe6 fxe6 c3 bxc3 bxc3 O-O Be2 Rc8 Rc1 Qc7 Nf2 cxd4 cxd4 Qxc1+ Qxc1 Rxc1+ Bxc1 Bxd4 Nd3 Nc5 Nxc5 Bf2+ Kf1 Bxc5+ Kg2 Rf2+ Kh3 e5 Bxh5 gxh5 Nxh5 Bxe4 Re1 Bf5+ Kg3 Nd5 Ba3 Rc2 Bxc5 Rxc5 Rb1,B07,Pirc Defense,B,69,77.3,23.64,2,0,3,1,-1255,75,-1255,245.8,-229,2216.0,Expert,Expert,53.66,0.0,0
49,2336,2481,1/2-1/2,9,True,False,kingside,none,4,draw,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nc6 Qe2 Nf6 Rd1 e6 d4 cxd4 Nxd4 Be7 c4,B50,Sicilian Defense: Modern Variations,B,19,13.5,10.25,0,0,0,0,21,64,-1,15.94,-145,2408.0,Expert,Expert,3.25,,1
50,2281,2524,0-1,42,True,True,kingside,kingside,18,resignation,d4 d5 c4 e6 Nf3 Nf6 Nc3 c6 Qd3 Bb4 a3 Bxc3+ Qxc3 Ne4 Qc2 O-O e3 Nd7 Bd3 f5 O-O Rf6 Ne5 Rh6 f4 Nxe5 fxe5 Qh4 h3 g5 Bxe4 dxe4 Qf2 Qh5 Bd2 Bd7 Bb4 Kf7 Qc2 g4 hxg4 Qxg4 Rf4 Qg3 Qxe4 Rg8 Qf3 Qh2+ Kf2 Rhg6 Rg1 Rg3 Qe4 Ke8 Qd3 Rxg2+ Rxg2 Rxg2+ Ke1 Rxb2 Bd2 Ra2 Qc3 Kd8 Rf2 Qh4 Qa5+ Ke8 Qc3 b6 d5 cxd5 cxd5 Qh1+ Rf1 Qxd5 Rg1 Kf7 Qb4 Ra1+ Kf2 Rxg1 Kxg1 Bc6,D30,Queen's Gambit Declined,D,84,39.88,26.95,2,1,6,1,-318,64,-453,178.49,-243,2402.0,Expert,Master,12.93,0.0,0
51,2148,2197,1/2-1/2,50,True,True,kingside,kingside,26,draw,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 f3 g6 c4 Bg7 Nc3 O-O Be3 Nc6 Be2 Nxd4 Bxd4 Be6 O-O Nh5 f4 Bxd4+ Qxd4 Ng7 g4 f5 exf5 gxf5 g5 Bf7 Rae1 e5 fxe5 Qxg5+ Kh1 dxe5 Qxe5 Rae8 Qg3 Qxg3 hxg3 b6 Kg2 Re5 Kf2 Rfe8 b3 Bh5 Bxh5 Rxe1 Rxe1 Rxe1 Kxe1 Nxh5 Kf2 Nf6 Nb5 a5 Nd6 Ng4+ Ke2 Kg7 Nxf5+ Kf6 Ne3 Ne5 a3 h5 Nf1 a4 bxa4 Nxc4 Kd3 Nb2+ Kc3 Nxa4+ Kb4 Nc5 Kb5 Nd7 Ne3 Ke5 Ng2 Ke4 Nh4 Ne5 a4 Nd7 Kc6 Nc5 a5 bxa5 Kxc5 Ke3 Nf5+ Kf3 Kb5 Kg4 Ng7,B54,Sicilian Defense: Prins Variation,B,101,21.0,22.47,0,0,3,3,0,218,0,49.14,-49,2172.0,Expert,Expert,-1.47,,1
52,2124,2392,0-1,54,True,True,kingside,queenside,25,resignation,c4 Nf6 Nc3 e6 e4 d5 e5 d4 exf6 dxc3 bxc3 Qxf6 d4 h6 Nf3 c5 a3 b6 Bd3 Bb7 Ne5 Bd6 Qe2 Bxe5 dxe5 Qh4 O-O Nc6 f4 g6 Be3 Na5 Rad1 O-O-O Bf2 Qe7 Qe1 Qc7 Bc2 Nxc4 Bh4 Rxd1 Bxd1 Qd7 Bf6 Rg8 Bf3 Bxf3 Rxf3 Qd2 Qe4 Qd1+ Kf2 Qd2+ Kg3 Qd5 Qxd5 exd5 Rd3 Nxa3 Rxd5 Nb5 Rd3 c4 Re3 Kd7 Kf3 a5 g4 a4 f5 gxf5 gxf5 a3 e6+ fxe6 fxe6+ Ke8 Ke4 Rf8 Bd4 Ke7 Re1 Kxe6 Bxb6 Kd6 Rg1 Nxc3+ Kd4 Ne2+ Kxc4 Rc8+ Kb3 Nxg1 Bxg1 Ra8 Ka2 Kd5 Be3 h5 h4 Ke4 Bg5 Kf5 Be7 Kg4 Bf6 Kg3,A17,"English Opening: Anglo-Indian Defense, Hedgehog System",A,108,65.62,36.92,4,3,2,1,-1005,67,-1085,239.96,-268,2258.0,Expert,Expert,28.7,0.0,0
53,2246,2426,1-0,30,True,True,kingside,kingside,16,resignation,Nf3 Nf6 c4 g6 Nc3 Bg7 d4 O-O g3 c6 Bg2 d5 b3 dxc4 bxc4 c5 e3 Nc6 O-O Bf5 Ne5 cxd4 Nxc6 bxc6 exd4 Qb6 Ba3 Qa6 Qa4 Qxa4 Nxa4 Rfd8 Bxc6 Rac8 d5 Bd3 Bxe7 Bxf1 Rxf1 Ne4 Bxd8 Rxd8 c5 Bd4 Rc1 Nxf2 Kg2 Ng4 d6 Kg7 Bb5 f5 c6 Rxd6 c7 Be3 Rc2 Bb6 c8=Q Ne3+ Kf3,A05,Zukertort Opening,A,61,12.08,81.27,0,4,0,1,958,958,-42,286.94,-180,2336.0,Expert,Expert,-69.19,1.0,2
54,2613,2742,0-1,61,True,True,kingside,kingside,26,resignation,c4 c5 Nc3 g6 g3 Bg7 Bg2 Nc6 Nf3 e6 d3 Nge7 h4 h6 Bd2 d6 Qc1 Rb8 Rb1 Nf5 O-O Ncd4 Nxd4 cxd4 Ne4 O-O g4 Nxh4 Bxh6 f6 Bxg7 Kxg7 Qf4 e5 Qg3 g5 e3 Ng6 exd4 exd4 Qxd6 Bxg4 Qxd8 Rbxd8 Ng3 b6 b4 Nf4 c5 Rc8 Be4 f5 Bb7 Rc7 Bg2 bxc5 bxc5 Nxg2 Kxg2 Rh8 Rh1 Rxh1 Rxh1 Rxc5 Rb1 Rc2 Rb7+ Kg6 Rxa7 Rd2 Ra6+ Kf7 Ra7+ Ke6 Ra6+ Kd7 Ra7+ Kc6 Ra3 Kb5 Rb3+ Ka4 Nf1 Rxa2 Rb8 Be2 Rd8 Kb3 Rxd4 Kc3 Rd5 Bxd3 Rc5+ Kd4 Rc7 Be4+ Kg1 Ra1 Rd7+ Ke5 Rd2 Bd5 Re2+ Kd6 Rd2 Kc5 f4 Bc4 fxg5 Rxf1+ Kh2 Rf4 g6 Rh4+ Kg3 Rg4+ Kf3 Bd5+ Ke3 f4+ Kf2 Rxg6,A34,"English Opening: Symmetrical Variation, Normal Variation",A,122,332.88,26.21,3,2,9,1,-4764,72,-10602,1106.9,-129,2678.0,Master,Master,306.67,0.0,0
55,2269,2106,0-1,28,True,True,kingside,kingside,21,resignation,d4 d5 c4 dxc4 e4 Nf6 e5 Nd5 Bxc4 Nb6 Bb3 Nc6 Nf3 Bf5 a3 e6 Nc3 Qd7 d5 exd5 Nxd5 Bc5 Be3 Bxe3 Nxe3 O-O O-O Rae8 Qxd7 Bxd7 Rac1 Nxe5 Nxe5 Rxe5 Rxc7 Bc6 Ng4 Rb5 Bd1 Nd5 Rxc6 bxc6 b4 h5 Ne5 Nxb4 f4 Nd5 Bxh5 Nxf4 Bxf7+ Rxf7 Nxf7 Rf5 Kh1 Rxf7,D20,"Queen's Gambit Accepted: Central Variation, Alekhine System",D,56,27.11,16.25,1,0,2,0,-377,62,-377,137.58,163,2188.0,Expert,Expert,10.86,0.0,0
56,2485,2293,1/2-1/2,25,True,True,kingside,kingside,6,draw,d4 Nf6 c4 g6 Nf3 c5 g3 cxd4 Nxd4 Bg7 Bg2 O-O O-O Nc6 Nc2 d6 Nc3 Be6 b3 Qd7 Re1 Rab8 Bb2 Rfc8 Rb1 Ne8 Ne3 Bh3 Bh1 h5 Ned5 Bf5 Rc1 Qd8 Qd2 Be6 Nf4 Bd7 Red1 Ne5 Ne4 b6 Nd5 Bc6 f4 Bxd5 cxd5 Ng4 Bxg7 Nxg7 h3,E60,Indian Defense: West Indian Defense,E,51,16.08,17.08,0,0,1,0,34,75,-24,24.06,192,2389.0,Expert,Expert,-1.0,,1
59,2700,2753,0-1,31,True,True,kingside,kingside,9,resignation,g3 d5 Bg2 g6 e3 e5 b3 Bg7 Bb2 c5 Ne2 Ne7 O-O Nbc6 d3 O-O Nd2 a5 a4 b6 Nc3 Be6 Nb5 f5 c4 Qd7 Qe2 Rad8 Rad1 d4 exd4 exd4 Rfe1 Bf7 Nf3 h6 Bc1 g5 h4 g4 Nh2 Ng6 h5 Nge5 f4 gxf3 Nxf3 Rde8 Qf1 Ng4 Nh4 Bxh5 Bd5+ Kh7 Qh3 Nce5 Bf4 Ne3 Bxe3 dxe3 Rxe3 Bxd1,A00,Hungarian Opening,A,62,57.24,13.21,2,0,1,0,-813,16,-813,163.24,-53,2726.0,Master,Master,44.03,0.0,0
60,1962,2057,0-1,35,True,True,queenside,kingside,15,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Bc4 Nc6 f3 O-O Bb3 Bd7 Qd2 Rb8 O-O-O Na5 g4 Nxb3+ cxb3 b5 Kb1 b4 Nce2 a5 Bh6 Bxh6 Qxh6 a4 Rdg1 axb3 Nxb3 e5 h4 Rb7 Ng3 Be6 Nf5 Ne8 Ne3 Ra7 Nc1 Qa5 b3 Ng7 Rg2 Rc8 Nf5 Ne8 h5 Rc3 Rgh2 Bxb3 Qxh7+ Kxh7 hxg6+ Kxg6 Rh6+ Kg5 R1h5+ Kf4 Ne2+ Kxf3 Rh3+ Kxe4,B70,Sicilian Defense: Dragon Variation,B,70,137.5,62.25,6,3,1,2,-2562,64,-2562,637.04,-95,2010.0,Advanced,Expert,75.25,0.0,0
61,2360,1924,1-0,57,True,True,queenside,kingside,27,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 Bc4 Bd7 O-O-O Na5 Bb3 Rb8 h4 b5 h5 Nc4 Bxc4 bxc4 hxg6 fxg6 Bh6 Bxh6 Qxh6 e5 Nde2 Be6 Qd2 Rb6 Na4 Rc6 Nec3 Qa5 Qg5 Ra6 Rh6 Rf7 Rdh1 Qc7 Qh4 Kf8 b3 cxb3 axb3 Rc6 Kb2 Ke8 Rd1 Ng8 Nb5 Qb8 Nxd6+ Rxd6 Rxd6 Qxd6 Rxh7 Qd4+ Nc3 Rxh7 Qxh7 Ne7 Qh8+ Kf7 f4 Nc6 f5 gxf5 Qh7+ Kf6 Qh6+ Ke7 exf5 Bd5 f6+ Ke6 Qg7 e4 Qg8+ Kxf6 Qxd5 Qxd5 Nxd5+ Kf5 Kc3 Kg4 b4 Kg3 b5 Na5 Kd4 Kxg2 Kxe4 Kg3 Ne7 Nc4 Kd4 Nb6 Nc6 Nc8 Kc5 Kf4 Nxa7 Nxa7 b6 Nc8 b7,B70,Sicilian Defense: Dragon Variation,B,115,41.82,381.14,1,5,1,2,5980,10295,-528,1412.5,436,2142.0,Expert,Advanced,-339.32,1.0,2
