game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
50,FALSE,41,Mate,White,40+40,rajuppi,2436,shivangithegenius,978,e4 d5 exd5 Qxd5 Qf3 Qe5+ Ne2 Nf6 d4 Qd5 Qxd5 Nxd5 a3 Nb6 Ng3 Nc6 Be3 e5 dxe5 Nxe5 Nd2 Be6 O-O-O Nbc4 Nxc4 Nxc4 Bxc4 Bxc4 Rhe1 Be7 Nf5 Be6 Nxg7+ Kf8 Bh6 Bg4 f3 Be6 Nxe6+ Ke8 Nxc7#,B01,4,Scandinavian Defense: Mieses-Kotroc Variation,Scandinavian Defense,,Mieses-Kotroc Variation
51,FALSE,5,Resign,Black,10+0,shivangithegenius,978,balkarec,1500,d4 e6 e4 Qh4 Nc3,C00,3,French Defense: Normal Variation,French Defense,,Normal Variation
52,FALSE,7,Resign,White,10+0,lucasimeon,1500,shivangithegenius,978,e4 e5 d4 d5 Nf3 dxe4 Nxe5,C21,4,King's Pawn Game: Beyer Gambit,King's Pawn Game,,Beyer Gambit
53,FALSE,53,Mate,White,10+0,shivangithegenius,978,lucasimeon,1500,d4 f5 e3 Nf6 Nc3 d5 Bb5+ c6 Bd3 b5 Qf3 Qa5 Bxf5 Nbd7 Bxd7+ Bxd7 a3 Bg4 Qf4 h5 b4 Qb6 h3 Be6 Nf3 c5 bxc5 Qa5 Bb2 Rb8 Qxb8+ Kd7 Qb7+ Kd8 Qa8+ Bc8 c6 Qc7 Nxb5 Qxc6 Qxc6 Ne4 Qc7+ Ke8 Qxc8+ Kf7 Ne5+ Kf6 Nc7 e6 Qxe6+ Kg5 h4#,A80,2,Dutch Defense,Dutch Defense,,
54,FALSE,36,Resign,Black,10+0,lucasimeon,1500,shivangithegenius,978,c4 e5 b3 d5 Bb2 e4 d4 exd3 Qxd3 Nf6 Be5 dxc4 bxc4 Bb4+ Nc3 Bxc3+ Qxc3 Ne4 Qh3 Ng5 Qa3 Ne4 Bxg7 Rg8 Qa4+ Bd7 Bf6 Qxf6 Nf3 Bxa4 e3 Qxa1+ Ke2 Qxa2+ Kd3 Nxf2+,A20,2,English Opening: King's English Variation,English Opening,,King's English Variation
55,TRUE,8,Resign,White,16+0,wing175,1521,gerfsh,1162,Nf3 e5 Nxe5 Ke7 e4 Kd6 d4 Nc6,A04,2,Zukertort Opening: Ross Gambit,Zukertort Opening,,Ross Gambit
56,TRUE,3,Resign,White,6+10,caramiecho72,1407,gerfsh,1500,e4 c5 Nc3,B23,3,Sicilian Defense: Closed Variation,Sicilian Defense,,Closed Variation
57,TRUE,28,Resign,White,10+0,mazyaraghgmail,1492,wpc96,1458,e4 e5 a3 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Qf3 e4 Qe3 Bc5 Qg3 O-O Ne2 Re8 Qxc7 Bd6 Qc3 Be5 Qe3 Bd4 Qxd4 Qxd4 Nxd4 Bf5,C26,5,Vienna Game: Mengarini Variation,Vienna Game,,Mengarini Variation
58,TRUE,30,Resign,Black,10+0,anrk,1414,wpc96,1442,e4 e5 Nf3 d6 d4 exd4 Nxd4 g6 Bc4 Nf6 Bg5 Bg7 O-O O-O Nc3 h6 Bxf6 Bxf6 Re1 Re8 Nd5 c5 Nf3 Bxb2 Rb1 Bf6 Nxf6+ Qxf6 Qxd6 Qxd6,C41,8,Philidor Defense: Larsen Variation,Philidor Defense,,Larsen Variation
59,TRUE,44,Resign,Black,10+0,wpc96,1457,tbaruel,1294,e4 e5 Nf3 Nc6 d4 Bb4+ c3 Bd6 d5 Nce7 c4 c6 Be2 Nf6 Bg5 Nxe4 Bxe7 Qxe7 dxc6 dxc6 Bd3 Nc5 O-O f5 Re1 e4 Bc2 O-O Nd4 Qe5 Nf3 Qf4 Nd4 Qxh2+ Kf1 Be5 Nf3 exf3 Qxf3 Bxb2 Nc3 Bxa1 Rxa1 Qh1+,C44,5,Scotch Game,Scotch Game,,
60,TRUE,29,Resign,White,10+0,acahn,1525,wpc96,1466,e4 e5 Nf3 d6 Bc4 f5 exf5 Bxf5 Nc3 e4 Nd4 Bg6 Qg4 Nf6 Qe6+ Qe7 Qc8+ Qd8 Qxb7 Nbd7 Nc6 Qc8 Qxc8+ Rxc8 Nxa7 Ra8 Nab5 c6 Nc7+,C41,6,Philidor Defense: Lopez Countergambit,Philidor Defense,,Lopez Countergambit
61,TRUE,37,Resign,Black,8+10,iskendermyucel,1207,oldpaths,1579,e4 e6 Nf3 d5 exd5 exd5 d4 Bg4 c4 Bb4+ Bd2 Qe7+ Be2 Bxf3 Bxb4 Qxb4+ Nc3 Bxe2 Qxe2+ Ne7 O-O O-O a3 Qd6 cxd5 Nxd5 Qe4 Nxc3 Qxb7 Nc6 bxc3 a5 h3 Rfb8 Qxa8 Rxa8 Rfe1,C00,3,French Defense: Knight Variation,French Defense,,Knight Variation
62,TRUE,49,Resign,White,8+12,oldpaths,1567,david1488,1573,d4 g6 Nf3 Bg7 Bf4 d6 e3 Nd7 c3 e5 Bg3 Ne7 Nbd2 O-O a4 f5 Bh4 exd4 Qb3+ Kh8 exd4 Qe8 Qd1 Nd5+ Be2 Nf4 Kf1 Nxe2 Qxe2 Qxe2+ Kxe2 Re8+ Kd3 c5 Rhe1 Rf8 Ng5 cxd4 cxd4 b6 Ne6 Rf7 Nc4 Ba6 b4 b5 Nxd6 bxa4+ b5,A40,2,Modern Defense,Modern Defense,,
63,TRUE,32,Resign,Black,8+12,oldpaths,1578,lc777,1605,d4 e6 Bf4 c5 c3 Qb6 b3 cxd4 cxd4 Bb4+ Bd2 Qxd4 e3 Qxa1 Bxb4 Qf6 Bc3 Qg6 Nf3 h6 Ne5 Qg5 h4 Qe7 Qf3 Nf6 a3 d6 Bb5+ Kf8 Bb4 a5,A40,2,Horwitz Defense,Horwitz Defense,,
64,TRUE,25,Resign,White,8+12,jordanfury,1939,oldpaths,1581,d4 Nf6 c4 e6 Nf3 c5 d5 exd5 cxd5 c4 Nc3 Bb4 Bg5 Bxc3+ bxc3 h6 Bh4 g5 Bg3 Ne4 Qd4 Qf6 Qxe4+ Kf8 Be5,E10,6,Blumenfeld Countergambit #2,Blumenfeld Countergambit,,#2
65,TRUE,40,Mate,Black,5+10,porquepepe,1618,oldpaths,1568,e4 e6 Bc4 d5 exd5 exd5 Bb3 Qe7+ Ne2 Nf6 d4 Nc6 O-O Bf5 Bg5 h6 Bxf6 Qxf6 Bxd5 Nb4 Bb3 O-O-O a3 Nc6 c3 Bd6 Ng3 g6 Nd2 h5 Nge4 Bxe4 Nxe4 Bxh2+ Kh1 Qh4 f3 Bg3+ Kg1 Qh2#,C00,2,French Defense #2,French Defense,,#2
66,TRUE,39,Resign,White,7+12,gio1212,1755,oldpaths,1574,Nf3 g6 g3 Bg7 Bg2 e6 O-O Ne7 c3 c5 d4 Qb6 dxc5 Qxc5 Be3 Qb5 b4 Nd5 a4 Qc4 Ra3 Bxc3 Nxc3 Nxc3 Qd3 Nxe2+ Kh1 Nxg3+ fxg3 Qxb4 Ne5 Qe7 Nxf7 Rf8 Nd6+ Kd8 Rxf8+ Qxf8 Bg5+,A04,2,Zukertort Opening: Kingside Fianchetto,Zukertort Opening,,Kingside Fianchetto
67,TRUE,57,Resign,White,15+10,oldpaths,1561,rubberchicken04,1596,d4 Nf6 Bf4 c5 e3 cxd4 exd4 d5 Nf3 Bg4 h3 Bxf3 Qxf3 Nc6 Bb5 e6 Nc3 Bb4 a3 Ba5 b4 Bb6 Bxc6+ bxc6 Ne2 a5 O-O O-O Be5 Ne4 Qg4 Qg5 Qxg5 Nxg5 c3 f6 Bf4 Nf7 Rfd1 e5 Bc1 exd4 Nxd4 Bxd4 Rxd4 Nd6 h4 Nb5 Rd3 Rfc8 Be3 Rd8 Bb6 Rdb8 bxa5 Nd6 Bc7,A45,2,Indian Game,Indian Game,,
68,TRUE,78,Resign,Black,5+40,berejokserg,1500,oldpaths,1554,e4 e6 Nc3 Bb4 Nge2 Ne7 a3 Bxc3 Nxc3 d5 d4 Nd7 e5 c5 Be3 Nf5 Qd2 Nxe3 Qxe3 cxd4 Qxd4 O-O Bd3 Qg5 f4 Qe7 O-O b6 Rf3 Nc5 Rh3 Nxd3 Qxd3 g6 Rh6 Kg7 Qh3 Qc5+ Kh1 Rh8 Rh4 Bb7 Qf3 Rab8 Rc1 d4 Na4 Bxf3 Nxc5 bxc5 gxf3 Rxb2 c3 d3 Rg4 d2 Rd1 Rd8 Rg2 Rc2 a4 Rc1 Rgg1 Rxc3 Kg2 Rdd3 Rgf1 c4 Kf2 Rxf3+ Ke2 Rxf1 Kxf1 Rc1 Ke2 c3 Kd3 Rxd1,C00,3,French Defense: Queen's Knight,French Defense,,Queen's Knight
69,TRUE,61,Resign,White,15+5,oldpaths,1544,trump216bc,1461,d4 d5 Bf4 e6 Nf3 c5 c3 Nc6 e3 Nf6 Nbd2 Bd6 Bg3 cxd4 cxd4 Qb6 Bxd6 Nb4 Bxb4 Qxb4 b3 Bd7 Be2 h6 O-O g5 Ne5 O-O-O Nxf7 g4 Nxh8 Rxh8 f3 h5 fxg4 hxg4 Rxf6 Qe7 Qc2+ Kb8 Rff1 Qh4 Rf8+ Rxf8 g3 Qf6 Rf1 Qg7 Bxg4 Rxf1+ Kxf1 Qxg4 Kf2 Bb5 Nf3 Be8 Ne5 Qh3 Kg1 Bh5 Nd7+,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
70,TRUE,44,Resign,Black,20+5,oldpaths,1563,efer003,1335,d4 d5 Bf4 Nc6 Nf3 f6 e3 g5 Bg3 a6 Bd3 g4 Nfd2 f5 h3 Nh6 Nc3 Bg7 O-O O-O hxg4 Nxg4 Be2 h5 Nb3 e5 Nc5 f4 exf4 exf4 Bxg4 hxg4 Bh2 Bxd4 Nxb7 Qh4 g3 fxg3 Bxg3 Qxg3+ Kh1 Qh3+ Kg1 g3,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
71,TRUE,62,Mate,Black,20+5,oldpaths,1579,fcolpo,1470,d4 d6 Bf4 e6 Nf3 Nc6 e3 Nf6 Nbd2 d5 Bb5 Bd7 a3 a6 Bxc6 Bxc6 Ne5 Bd7 O-O g6 c4 Bg7 cxd5 exd5 Qb3 Ne4 Nxf7 Kxf7 Qxd5+ Be6 Qxe4 Re8 Qxb7 Bd5 Qxc7+ Kg8 Qxd8 Rexd8 Rac1 h6 f3 g5 Be5 Bf8 e4 Bf7 d5 Rd7 Nc4 Rb7 b4 Be8 Bd6 Bb5 Bxf8 Kxf8 Rf2 Rc8 Nd6 Rxc1+ Rf1 Rxf1#,A41,2,Queen's Pawn,Queen's Pawn,,
72,TRUE,87,Mate,White,20+5,chesschumpchamp,1617,oldpaths,1590,d4 Nf6 e3 g6 f4 Bg7 Nf3 d5 c4 O-O Nc3 c6 Bd3 e6 Qc2 Na6 a3 c5 cxd5 exd5 O-O c4 Be2 Bf5 Qd1 Nc7 Ne5 Ne4 Nxe4 Bxe4 Bf3 Bxf3 Rxf3 f6 Ng4 h5 Nf2 f5 Rg3 Kh7 Nh3 h4 Ng5+ Kh6 Rh3 Bf6 Rxh4+ Kg7 Rh7+ Kg8 Rh6 Bxg5 Rxg6+ Kf7 Rxg5 Ke6 Qh5 Rf6 Bd2 Qh8 Rf1 Qxh5 Rxh5 Rg8 Rf3 Rfg6 g3 Ne8 Rh7 Nd6 Bb4 Ne4 Rxb7 c3 Bxc3 Nxc3 bxc3 Ra8 Rf1 Rgg8 Rfb1 Rgd8 Rh7 Rdc8 Rbb7 Rxc3 Rh6#,A45,2,Indian Game,Indian Game,,
73,TRUE,54,Mate,Black,20+5,aminox,1207,oldpaths,1588,e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6 Nxd7 Kxd7 Red1 d3 Rxd3 Qxf2#,C02,7,French Defense: Advance |  Steinitz Variation,French Defense,,Advance
74,TRUE,54,Resign,Black,15+5,oldpaths,1595,sale0706,1547,d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7 h4 Ne5 h5 Nxd3 Kxd3 Rexb7 Rxb7 Rxb7 Rg1 Qxa3+ Kc2 Qa2+ Kd3 Rb3+,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
75,TRUE,37,Resign,White,15+5,redar1,1855,oldpaths,1599,e4 e6 d4 d5 exd5 exd5 Bd3 Bd6 h3 Ne7 Nf3 O-O O-O Bf5 a3 Nbc6 Re1 Re8 b3 Ng6 Bxf5 Qf6 Bxg6 hxg6 Nc3 Rxe1+ Qxe1 Nxd4 Nxd4 Qxd4 Rb1 Kf8 Nb5 Re8 Qxe8+ Kxe8 Nxd4,C01,5,French Defense: Exchange Variation,French Defense,,Exchange Variation
76,TRUE,50,Resign,White,15+5,oldpaths,1589,insequitur,1547,d4 e6 Bf4 h6 Nf3 d6 e4 Qf6 Qd2 Nc6 Bb5 Bd7 Nc3 a6 Bxc6 bxc6 e5 Qd8 exd6 cxd6 O-O Nf6 Rae1 Be7 a4 d5 Ne5 Bb4 b3 Ne4 Qd3 Bxc3 Rxe4 dxe4 Qxc3 Rc8 Nxd7 Qxd7 d5 cxd5 Qxg7 Rf8 Bxh6 Qe7 c3 Rg8 Qxg8+ Kd7 Qg7 Rxc3,A40,2,Horwitz Defense,Horwitz Defense,,
77,TRUE,131,Resign,White,30+0,oldpaths,1571,tb-123,1728,d4 Nf6 Bf4 d5 Nf3 e6 c4 Bd6 Bg3 Bxg3 hxg3 h6 Nbd2 c5 e3 cxd4 exd4 Nc6 cxd5 exd5 Bb5 Qe7+ Qe2 Qxe2+ Bxe2 a6 Rc1 O-O Nb3 Ne4 Nc5 Nxc5 dxc5 Be6 O-O Rac8 a3 a5 Bb5 Bg4 Bxc6 bxc6 Ne5 Be6 f4 f5 Ng6 Rfe8 Rf3 Bf7 Ne5 Re7 Nxf7 Rxf7 Rb3 Ra7 Rb6 Kf7 Re1 a4 Kh2 Rcc7 Kh3 Ra5 Rc1 Rb5 Rxb5 cxb5 Kh4 g6 g4 fxg4 Kxg4 Kf6 g3 h5+ Kf3 Kf5 Ke3 Kg4 Kf2 Rc6 Rc3 h4 gxh4 Kxf4 Rf3+ Ke4 Rg3 Rxc5 Rxg6 Rc2+ Kg3 Rxb2 h5 Rb3+ Kg4 Rxa3 h6 Ra1 Rg5 Rh1 Rh5 Rg1+ Kh3 d4 h7 Rh1+ Kg4 Rg1+ Kh3 Kf4 Rh4+ Kf3 Rf4+ Kxf4 Kh2 Re1 h8=Q d3 Qd4+ Re4 Qxd3 b4 Qd2+ Ke5 Qg5+ Kd4 Qa5 Re2+ Kg3,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,,London System
78,TRUE,48,Resign,White,30+0,tb-123,1720,oldpaths,1579,e4 e6 Qe2 c5 Nf3 Nc6 g3 g6 Bg2 Bg7 O-O Nge7 c3 O-O d3 b6 Na3 a6 Re1 d6 Nc4 b5 Ne3 b4 Qc2 bxc3 bxc3 Nb4 Qd2 a5 Rb1 Nbc6 Ng5 h6 Nf3 Ba6 Ba3 a4 d4 Qa5 e5 cxd4 cxd4 Qxd2 Nxd2 Nxd4 Bxa8 Nc2,C00,3,French Defense: Chigorin Variation,French Defense,,Chigorin Variation
79,TRUE,47,Resign,Black,15+5,oldpaths,1579,iris_foxspring,2105,d4 d5 Bf4 Nf6 Nf3 e6 e3 Bd6 Bg3 O-O Bd3 b6 Nbd2 Bb7 a3 Nbd7 c4 Bxg3 hxg3 Re8 Qb1 h6 e4 dxe4 Nxe4 e5 d5 c6 Nd6 e4 Nxe8 Qxe8 Bxe4 cxd5 cxd5 Ba6 Nd2 Nc5 f3 Qe5 Kd1 Qd4 Rh4 Qf2 Kc2 Rc8 Bd3,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,,London System
80,TRUE,64,Mate,Black,15+5,zoro55,1768,oldpaths,1560,e4 e6 f4 d5 e5 c5 Nf3 Nc6 c3 Nh6 d4 cxd4 cxd4 Qa5+ Bd2 Bb4 Nc3 Nf5 Bb5 Bxc3 Bxc6+ bxc6 Bxc3 Qb6 O-O Ne3 Qe2 Nxf1 Rxf1 Ba6 Qf2 Bxf1 Qxf1 c5 dxc5 Qxc5+ Bd4 Qa5 a3 Rc8 h3 O-O Qd3 Rc1+ Kh2 Rfc8 Ng5 g6 Qg3 Qe1 Qxe1 Rxe1 Bxa7 Rc2 b4 Ree2 b5 Rxg2+ Kh1 Ra2 b6 Rgb2 a4 Ra1#,C00,3,French Defense: La Bourdonnais Variation,French Defense,,La Bourdonnais Variation
81,TRUE,61,Resign,White,15+5,oldpaths,1552,geburah,1436,d4 d5 Bf4 Nf6 e3 g6 Nf3 Bg7 c4 dxc4 Bxc4 O-O Qb3 e6 O-O c6 Nbd2 b5 Bd3 Bb7 a4 a6 Ne4 Nxe4 Bxe4 Qe7 Ne5 Bxe5 Bxe5 Nd7 Bg3 Ra7 axb5 cxb5 Bxb7 Rxb7 Rxa6 Nf6 Bd6 Qd7 Bxf8 Kxf8 Ra8+ Kg7 Rc1 Qd6 Rc5 Ng4 g3 e5 dxe5 Qd2 Rc2 Qe1+ Kg2 Rd7 e6 Rd2 Qc3+ Kh6 Qxd2,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
82,TRUE,57,Mate,White,15+5,oldpaths,1536,urmil007,1667,d4 Nf6 Bf4 d5 Nf3 Nc6 e3 Bg4 h3 Bh5 c4 e6 Qa4 Ne4 c5 Be7 Ne5 O-O g4 Bg6 h4 Nxe5 dxe5 Nxc5 Qd4 Be4 Rh2 c6 Nd2 h6 b4 Na4 a3 Bxh4 Bd3 Qb6 Qxb6 axb6 Bxe4 dxe4 Rxh4 Nc3 g5 c5 gxh6 gxh6 Bxh6 Rfc8 Nc4 Ra6 Nd6 Rc7 Ne8 Rc8 Nf6+ Kh8 Bf8#,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,,London System
83,TRUE,51,Resign,White,15+5,serai,1521,oldpaths,1549,c4 Nc6 d4 g6 e3 Bg7 Nc3 d6 Bd2 Bf5 Nf3 Bg4 Be2 Bxf3 Bxf3 e5 dxe5 Nxe5 O-O Ne7 b3 Nf5 Be4 Qg5 Nd5 Kd7 f4 Qg4 fxe5 Qxd1 Raxd1 Bxe5 Bxf5+ gxf5 Rxf5 Raf8 Bc3 Bxc3 Nxc3 Re8 Rxf7+ Kc8 Nd5 c6 Nf6 Rxe3 Rxd6 Re1+ Kf2 Rhe8 h3,A10,2,English Opening: Anglo-Lithuanian Variation,English Opening,,Anglo-Lithuanian Variation
84,TRUE,58,Mate,Black,15+5,allahdeweswin,1251,oldpaths,1545,a4 e5 h4 d5 b3 Nc6 e3 Bf5 Bb5 Ne7 g4 Bd7 Bxc6 Bxc6 d4 e4 b4 a6 c3 g6 Ra2 Bg7 Nd2 O-O f3 Qd7 Nh3 b5 a5 f5 Ng5 Bh6 fxe4 fxe4 Nf1 Bxg5 hxg5 Rf7 Rah2 Raf8 Ng3 Bb7 Rh4 Nc8 Qe2 Nd6 R1h3 Nc4 Qh2 Qe7 Rh6 Rg7 Ke2 Rff7 Bd2 Qxg5 Be1 Qxg4#,A00,3,Crab Opening,Crab Opening,,
85,TRUE,71,Resign,White,15+5,oldpaths,1537,antoniogallero,1408,d4 d5 Bf4 Nc6 Nf3 f6 e3 g5 Bg3 Be6 c3 Bf7 Bb5 a6 Bxc6+ bxc6 Qa4 Qd7 O-O Bg6 Rd1 Kf7 Nbd2 e6 c4 Ne7 c5 Nf5 h3 Nxg3 fxg3 h5 Rf1 Kg7 Qd1 Qe7 Rf2 e5 dxe5 fxe5 Qf1 Qxc5 Nxe5 Qxe3 Re1 Qd4 Nxg6 Re8 Nxh8 Rxe1 Qxe1 Kxh8 Qe8 Kg8 Qf7+ Kh8 Kh2 Qg7 Qxf8+ Qxf8 Rxf8+ Kg7 Rc8 g4 Rxc7+ Kf8 h4 a5 Rxc6 d4 Rd6,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
86,TRUE,114,Resign,White,15+5,oldpaths,1522,matheuswillx,1512,d4 c6 Bf4 e6 Nf3 d5 Nbd2 c5 e3 cxd4 Nxd4 a6 c4 Nf6 Bd3 h6 O-O Bd6 Bxd6 Qxd6 cxd5 Qxd5 Bc4 Qd6 Rc1 O-O Qb3 b5 Be2 Bb7 Nc4 Qd5 Bf3 Ne4 Nb6 Qxb3 Nxb3 Ra7 Rc7 f5 Rd1 Nc6 Bxe4 fxe4 Rdd7 Kh8 Rxg7 Ba8 Rxa7 Nxa7 Rxa7 Bd5 Nxd5 exd5 Rd7 Rc8 Rxd5 Rc2 Rd2 Rc8 f3 exf3 gxf3 h5 Rd5 Rc2 Rxh5+ Kg7 Rg5+ Kh7 Rg2 Rc7 f4 Ra7 e4 a5 e5 a4 Nd4 b4 e6 a3 b3 Rc7 Rc2 Rg7+ Kf2 Re7 f5 Kg7 Nc6 Rc7 Kf3 Kf6 Kf4 Rc8 h4 Rc7 e7 Rc8 h5 Kf7 Nd8+ Kxe7 Rxc8 Kd7 Rb8 Kc7 Rxb4 Kxd8 h6 Ke7 h7 Kf6,A40,1,Queen's Pawn,Queen's Pawn,,
87,TRUE,39,Resign,White,15+5,euler_jr,1602,oldpaths,1532,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3+ bxc3 cxd4 cxd4 Ne7 f4 Nbc6 Nf3 Nf5 c4 O-O g4 Nfe7 Bd3 g6 f5 exf5 gxf5 Nxf5 cxd5 Ncxd4 Nxd4 Nxd4 Bc4 Qh4+ Kf1 Bh3+ Kg1 Qg5+ Bxg5,C18,11,French Defense: Winawer Variation |  Advance Variation #2,French Defense,,Winawer Variation
88,TRUE,20,Resign,Black,15+5,oldpaths,1543,euler_jr,1593,d4 Nf6 Bf4 d5 Nf3 Bf5 e3 c6 Nbd2 Qb6 b3 Nbd7 h3 Be4 Nxe4 Nxe4 Bd3 Nc3 Ne5 Nxd1,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,,London System
89,TRUE,48,Resign,Black,30+0,oldpaths,1556,krillnor,1539,d4 d5 Bf4 e6 Nf3 c5 e3 Bd6 Bg3 Bxg3 hxg3 cxd4 exd4 a6 c3 Nf6 Bd3 Nbd7 Nbd2 b5 Ne5 Nxe5 dxe5 Nd7 f4 Bb7 Rh2 Qb6 Nf3 g6 Qd2 Rc8 Rc1 O-O f5 exf5 Qh6 Rfe8 Qxh7+ Kf8 Ng5 Qe3+ Be2 Qxc1+ Kf2 Qxg5 Qh8+ Ke7,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
90,TRUE,34,Mate,Black,20+10,hoanghieudro2,1409,oldpaths,1548,e4 e6 Nf3 d5 exd5 exd5 d4 Bg4 Be2 Qe7 O-O Nc6 Re1 O-O-O Bb5 Qf6 Re3 Bxf3 Rxf3 Qxd4 Rd3 Qc5 Nc3 Nf6 Be3 Qd6 a4 h5 Qe2 Ng4 Bg5 Qxh2+ Kf1 Qh1#,C00,3,French Defense: Knight Variation,French Defense,,Knight Variation
91,TRUE,51,Resign,White,20+10,oldpaths,1539,hoanghieudro2,1418,d4 d5 Bf4 Nf6 Nf3 h6 e3 e6 Bd3 Nc6 Nbd2 a6 c3 Bd6 Bg3 Bxg3 hxg3 O-O Qc2 g6 Rxh6 Re8 Nh4 e5 Nxg6 fxg6 Bxg6 Re6 Bh7+ Kf7 Qg6+ Ke7 Qg7+ Kd6 Bf5 Re7 Rxf6+ Re6 Bxe6 Bxe6 O-O-O exd4 exd4 Ne7 Re1 c5 Rexe6+ Kd7 dxc5 Rc8 Rd6+,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,,London System
92,TRUE,69,Resign,White,20+10,ehabhaddad,1603,oldpaths,1550,e4 e6 Nc3 d5 exd5 exd5 Nf3 Nf6 Bb5+ c6 Na4 cxb5 Qe2+ Be6 Qxb5+ Qd7 Nc3 a6 Qd3 Nc6 O-O Nb4 Qe2 d4 Ne4 Nxc2 Nxf6+ gxf6 Rb1 Rg8 d3 Nb4 a3 Nd5 Nxd4 Kd8 Nxe6+ fxe6 Rd1 Qc6 g3 f5 Qh5 Nf6 Qh4 Be7 Bg5 e5 d4 e4 d5 Qd6 Bf4 Nxd5 Qxh7 Qg6 Rxd5+ Ke8 Qxg6+ Rxg6 Rxf5 Rc8 Re5 Rc4 b3 Rd4 Be3 Rd3 Rxe4,C00,3,French Defense: Queen's Knight,French Defense,,Queen's Knight
93,TRUE,28,Resign,White,20+10,oldpaths,1542,gabrielsol,1399,d4 d5 Bf4 c5 e3 cxd4 exd4 e6 Nf3 Nc6 c3 h6 Qa4 Bd7 Bb5 g5 Bg3 g4 Ne5 Nxe5 Bxe5 a6 Bxd7+ Qxd7 Qxd7+ Kxd7 Bxh8 Ne7,D00,4,Queen's Pawn Game: Steinitz Countergambit,Queen's Pawn Game,,Steinitz Countergambit
94,TRUE,62,Resign,Black,20+10,oldpaths,1546,crushmik,1877,d4 d5 Bf4 Nf6 Nf3 c5 e3 Bg4 Nbd2 cxd4 Bb5+ Nc6 exd4 Qb6 Bxc6+ bxc6 Nb3 e6 c3 Be7 h3 Bh5 g4 Bg6 Ne5 O-O h4 h6 g5 Nh5 Nd7 Qb5 Nxf8 Bxf8 Be3 Re8 gxh6 gxh6 Rg1 Kh7 f4 Nf6 Qd2 a5 a4 Qxb3 Ke2 Qc4+ Ke1 Bg7 Qg2 Rg8 Qh2 Qd3 Kf2 Ne4+ Kg2 Qxe3 Rae1 Qd2+ Kh1 Nf2+,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,,London System
95,TRUE,62,Mate,Black,20+10,amary33,1134,oldpaths,1535,d4 Nf6 Nf3 b6 c3 Bb7 Qb3 e6 Ne5 Nc6 Bg5 Be7 Bxf6 Nxe5 f4 Bd5 c4 Bxc4 Bxe7 Qxe7 Qg3 Qb4+ Nc3 Ng6 f5 exf5 O-O-O O-O d5 f4 a3 Qc5 Qg5 f6 b4 Qe7 Qg4 Qe3+ Kb2 Ne5 Rd3 Nxg4 Rxe3 Nxe3 g3 Nxf1 Rxf1 fxg3 hxg3 Rae8 Rf4 Bxe2 Nb5 Bxb5 Rd4 Re2+ Kc3 Rfe8 d6 R8e3+ Rd3 Rxd3#,A47,4,Queen's Indian Defense,Queen's Indian Defense,,
